2026-03-04 13:18:01 | INFO | bench.__main__ | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] Starting run device=cpu precision=fp32 deterministic=True resolved_from_cache=False
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=5 x_t: shape=(16, 5, 1) dtype=float32 min=-70.59182739257812 max=23.078475952148438 mean=-3.391416072845459 std=14.452441215515137 norm=132.77792358398438 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=6 x_t: shape=(16, 5, 1) dtype=float32 min=-139.8805389404297 max=40.925018310546875 mean=-6.126294136047363 std=28.003711700439453 norm=256.396484375 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=7 x_t: shape=(16, 5, 1) dtype=float32 min=-258.2369689941406 max=85.30799102783203 mean=-10.180368423461914 std=52.8573112487793 norm=481.45904541015625 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=8 x_t: shape=(16, 5, 1) dtype=float32 min=-449.9100646972656 max=191.5229034423828 mean=-14.872611999511719 std=98.73844909667969 norm=893.1058349609375 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=9 x_t: shape=(16, 5, 1) dtype=float32 min=-767.7026977539062 max=455.2890625 mean=-18.318252563476562 std=188.26783752441406 norm=1691.8707275390625 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=10 x_t: shape=(16, 5, 1) dtype=float32 min=-1312.9244384765625 max=1058.8763427734375 mean=-15.78711223602295 std=372.9483337402344 norm=3338.73828125 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=11 x_t: shape=(16, 5, 1) dtype=float32 min=-2243.00439453125 max=2441.072998046875 mean=8.910265922546387 std=766.5446166992188 norm=6856.64599609375 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=12 x_t: shape=(16, 5, 1) dtype=float32 min=-3795.348876953125 max=5606.4072265625 mean=94.49909973144531 std=1612.5078125 norm=14447.4541015625 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=13 x_t: shape=(16, 5, 1) dtype=float32 min=-6325.00244140625 max=12670.517578125 mean=348.5870361328125 std=3473.827392578125 norm=31226.8984375 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=14 x_t: shape=(16, 5, 1) dtype=float32 min=-11699.6171875 max=29012.75390625 mean=998.47998046875 std=7541.373046875 norm=68040.734375 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=15 x_t: shape=(16, 5, 1) dtype=float32 min=-27358.69140625 max=65720.78125 mean=2611.83251953125 std=16630.20703125 norm=150568.375 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=16 x_t: shape=(16, 5, 1) dtype=float32 min=-63091.9453125 max=149253.078125 mean=6424.9404296875 std=36874.83203125 norm=334787.46875 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=17 x_t: shape=(16, 5, 1) dtype=float32 min=-144467.0625 max=336021.0 mean=15197.263671875 std=81997.7109375 norm=745899.8125 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=18 x_t: shape=(16, 5, 1) dtype=float32 min=-329519.53125 max=749009.25 mean=35225.16796875 std=181371.65625 norm=1652549.375 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=19 x_t: shape=(16, 5, 1) dtype=float32 min=-735487.75 max=1654755.375 mean=80719.0625 std=399904.4375 norm=3648990.5 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=20 x_t: shape=(16, 5, 1) dtype=float32 min=-1675853.5 max=3676490.75 mean=182425.59375 std=886650.875 norm=8096561.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=21 x_t: shape=(16, 5, 1) dtype=float32 min=-3718722.5 max=8052883.5 mean=406034.65625 std=1948504.25 norm=17802320.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=22 x_t: shape=(16, 5, 1) dtype=float32 min=-8164791.5 max=17549218.0 mean=896873.8125 std=4268362.5 norm=39011076.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=23 x_t: shape=(16, 5, 1) dtype=float32 min=-18002962.0 max=38286392.0 mean=1956876.0 std=9299839.0 norm=85001816.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=24 x_t: shape=(16, 5, 1) dtype=float32 min=-39350856.0 max=82964648.0 mean=4285649.5 std=20155716.0 norm=184308368.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=25 x_t: shape=(16, 5, 1) dtype=float32 min=-85425264.0 max=180171296.0 mean=9277081.0 std=43670180.0 norm=399314336.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=26 x_t: shape=(16, 5, 1) dtype=float32 min=-186612992.0 max=391401984.0 mean=20074672.0 std=94468904.0 norm=863822464.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=27 x_t: shape=(16, 5, 1) dtype=float32 min=-403119712.0 max=846051840.0 mean=43359368.0 std=204188496.0 norm=1867040128.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=28 x_t: shape=(16, 5, 1) dtype=float32 min=-878543168.0 max=1825093248.0 mean=93740096.0 std=440255072.0 norm=4026032896.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=29 x_t: shape=(16, 5, 1) dtype=float32 min=-1913399936.0 max=3922065152.0 mean=202507040.0 std=950226880.0 norm=8689948672.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=30 x_t: shape=(16, 5, 1) dtype=float32 min=-4122363392.0 max=8409298944.0 mean=434109504.0 std=2056626432.0 norm=18800347136.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=31 x_t: shape=(16, 5, 1) dtype=float32 min=-8844695552.0 max=17792497664.0 mean=930912128.0 std=4362722304.0 norm=39899815936.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=32 x_t: shape=(16, 5, 1) dtype=float32 min=-18730772480.0 max=38273421312.0 mean=2019689728.0 std=9376349184.0 norm=85788139520.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=33 x_t: shape=(16, 5, 1) dtype=float32 min=-39939227648.0 max=83121332224.0 mean=4403000320.0 std=20143915008.0 norm=184426397696.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=34 x_t: shape=(16, 5, 1) dtype=float32 min=-84682809344.0 max=179652837376.0 mean=9573038080.0 std=43771912192.0 norm=400761585664.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=35 x_t: shape=(16, 5, 1) dtype=float32 min=-189629071360.0 max=390861127680.0 mean=20975427584.0 std=95702433792.0 norm=876306956288.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=36 x_t: shape=(16, 5, 1) dtype=float32 min=-398023196672.0 max=838754762752.0 mean=45229056000.0 std=208185851904.0 norm=1905508220928.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=37 x_t: shape=(16, 5, 1) dtype=float32 min=-866098216960.0 max=1798497763328.0 mean=97391976448.0 std=450545549312.0 norm=4122877624320.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=38 x_t: shape=(16, 5, 1) dtype=float32 min=-1915709292544.0 max=3851546525696.0 mean=208084189184.0 std=978041700352.0 norm=8943665414144.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=39 x_t: shape=(16, 5, 1) dtype=float32 min=-4029564321792.0 max=8089002573824.0 mean=448543490048.0 std=2089443917824.0 norm=19114324131840.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=40 x_t: shape=(16, 5, 1) dtype=float32 min=-8630863134720.0 max=17160396079104.0 mean=967956234240.0 std=4503269539840.0 norm=41198421016576.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=41 x_t: shape=(16, 5, 1) dtype=float32 min=-18017329086464.0 max=36688864739328.0 mean=2074535526400.0 std=9781634924544.0 norm=89435597176832.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=42 x_t: shape=(16, 5, 1) dtype=float32 min=-38785643446272.0 max=78635784470528.0 mean=4491216158720.0 std=21130586882048.0 norm=193219606347776.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=43 x_t: shape=(16, 5, 1) dtype=float32 min=-84098781544448.0 max=166473284714496.0 mean=9596242493440.0 std=45729691205632.0 norm=417927530545152.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=44 x_t: shape=(16, 5, 1) dtype=float32 min=-176621453574144.0 max=365378001698816.0 mean=20836182392832.0 std=98713682837504.0 norm=902376319877120.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=45 x_t: shape=(16, 5, 1) dtype=float32 min=-373825095073792.0 max=816808424636416.0 mean=45226131456000.0 std=213945877004288.0 norm=1955878043385856.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=46 x_t: shape=(16, 5, 1) dtype=float32 min=-830439711309824.0 max=1784609108918272.0 mean=96798429413376.0 std=463238428884992.0 norm=4232821535145984.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=47 x_t: shape=(16, 5, 1) dtype=float32 min=-1816689427611648.0 max=3866545918836736.0 mean=209172591280128.0 std=1004119330390016.0 norm=9173913779044352.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=48 x_t: shape=(16, 5, 1) dtype=float32 min=-3957946580992000.0 max=8417552858349568.0 mean=458112486080512.0 std=2176853305458688.0 norm=1.9896848315580416e+16 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=49 x_t: shape=(16, 5, 1) dtype=float32 min=-8460832170049536.0 max=1.8621857208991744e+16 mean=1002561331003392.0 std=4716523704811520.0 norm=4.312838654918656e+16 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=50 x_t: shape=(16, 5, 1) dtype=float32 min=-1.865103721680077e+16 max=4.098756010049536e+16 mean=2195021151338496.0 std=1.0261236289634304e+16 norm=9.38556697566249e+16 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=51 x_t: shape=(16, 5, 1) dtype=float32 min=-4.065501796263526e+16 max=9.033408863168102e+16 mean=4799319936860160.0 std=2.2370601301704704e+16 norm=2.0464158519800627e+17 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=52 x_t: shape=(16, 5, 1) dtype=float32 min=-9.10544834962391e+16 max=2.0132870512390963e+17 mean=1.0432301615808512e+16 std=4.949271203807232e+16 norm=4.52403473816748e+17 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=53 x_t: shape=(16, 5, 1) dtype=float32 min=-2.0196882704970547e+17 max=4.4175484114069094e+17 mean=2.237662928830464e+16 std=1.07985141497856e+17 norm=9.863672083534316e+17 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=54 x_t: shape=(16, 5, 1) dtype=float32 min=-4.467787159264297e+17 max=9.547080767016796e+17 mean=4.744423597617971e+16 std=2.3275948195446784e+17 norm=2.1246730423312056e+18 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=55 x_t: shape=(16, 5, 1) dtype=float32 min=-9.813840842173972e+17 max=2.0360441587952517e+18 mean=1.0188003446515302e+17 std=4.978550854857523e+17 norm=4.545232635156234e+18 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=56 x_t: shape=(16, 5, 1) dtype=float32 min=-2.1376453553936138e+18 max=4.39435600032537e+18 mean=2.201070752361349e+17 std=1.0760351303776338e+18 norm=9.823640514434433e+18 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=57 x_t: shape=(16, 5, 1) dtype=float32 min=-4.501210388603339e+18 max=9.459312938524344e+18 mean=4.739379588025549e+17 std=inf norm=inf nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=a66025ff3538 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=58 x_t: shape=(16, 5, 1) dtype=float32 min=-8.967122055908557e+18 max=2.1348010012759294e+19 mean=1.0934336649366077e+18 std=inf norm=inf nan=0 inf=0
