2026-03-04 13:18:01 | INFO | bench.__main__ | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] Starting run device=cpu precision=fp32 deterministic=True resolved_from_cache=False
2026-03-04 13:18:27 | DEBUG | bench.__main__ | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] test first batch
2026-03-04 13:18:27 | DEBUG | bench.__main__ | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] x: shape=(16, 60, 5) dtype=float32 min=-178.31948852539062 max=116.7222900390625 mean=-1.2995750904083252 std=21.791837692260742 norm=1512.4652099609375 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.__main__ | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] y: shape=(16, 60, 5) dtype=float32 min=-180.6933135986328 max=118.41582489013672 mean=-2.5890631675720215 std=31.131122589111328 norm=2164.273681640625 nan=0 inf=0
2026-03-04 13:18:27 | INFO | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] setup repo=/home/xynus/bench/third_party/Adaptive-KNet-ICASSP24 class=mnets.KNet_mnet.KalmanNetNN device=cpu x_dim=5 y_dim=5 T=60 layout=bench_BTD_to_repo_BDT_stepwise
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] Adaptive-KNet hyperparams batch_size=32 lr=5e-05 wd=0.001 knet_trainable=True use_context_mod=False
2026-03-04 13:18:27 | INFO | bench.__main__ | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] Adapter ready class=mnets.KNet_mnet.KalmanNetNN layout=bench_BTD_to_repo_BDT_stepwise version=s3_route_b_v1
2026-03-04 13:18:27 | INFO | bench.__main__ | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] Running train phase without cache
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=0 x_t: shape=(16, 5, 1) dtype=float32 min=-0.8968351483345032 max=0.6551142334938049 mean=-0.0222751647233963 std=0.2769604027271271 norm=2.485208034515381 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=1 x_t: shape=(16, 5, 1) dtype=float32 min=-3.870079278945923 max=2.8008158206939697 mean=-0.2622259259223938 std=1.0094341039657593 norm=9.328320503234863 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=2 x_t: shape=(16, 5, 1) dtype=float32 min=-8.369316101074219 max=5.853174209594727 mean=-0.6716042160987854 std=2.3329734802246094 norm=21.714174270629883 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=3 x_t: shape=(16, 5, 1) dtype=float32 min=-18.356212615966797 max=10.323699951171875 mean=-1.2056962251663208 std=4.417479991912842 norm=40.95640182495117 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=4 x_t: shape=(16, 5, 1) dtype=float32 min=-34.73251724243164 max=15.873952865600586 mean=-1.9315913915634155 std=7.649009704589844 norm=70.56253814697266 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=5 x_t: shape=(16, 5, 1) dtype=float32 min=-69.6468505859375 max=29.00556182861328 mean=-2.907440423965454 std=14.023567199707031 norm=128.09799194335938 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=6 x_t: shape=(16, 5, 1) dtype=float32 min=-135.563720703125 max=58.67250061035156 mean=-4.348109722137451 std=26.539880752563477 norm=240.54458618164062 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=7 x_t: shape=(16, 5, 1) dtype=float32 min=-248.59400939941406 max=130.83482360839844 mean=-5.9515485763549805 std=50.53493881225586 norm=455.1220397949219 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=8 x_t: shape=(16, 5, 1) dtype=float32 min=-435.3687744140625 max=300.0494079589844 mean=-6.636441230773926 std=96.78440856933594 norm=867.69873046875 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=9 x_t: shape=(16, 5, 1) dtype=float32 min=-731.43310546875 max=693.1767578125 mean=-2.744220733642578 std=191.37521362304688 norm=1711.8878173828125 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=10 x_t: shape=(16, 5, 1) dtype=float32 min=-1235.9224853515625 max=1586.841064453125 mean=13.746368408203125 std=396.91217041015625 norm=3552.218994140625 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=11 x_t: shape=(16, 5, 1) dtype=float32 min=-2108.69677734375 max=3651.75732421875 mean=63.354164123535156 std=856.6301879882812 norm=7682.85888671875 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=12 x_t: shape=(16, 5, 1) dtype=float32 min=-3560.033935546875 max=8319.865234375 mean=191.84449768066406 std=1875.4881591796875 norm=16862.41015625 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=13 x_t: shape=(16, 5, 1) dtype=float32 min=-7929.990234375 max=18505.876953125 mean=530.9255981445312 std=4100.654296875 norm=36983.5078125 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=14 x_t: shape=(16, 5, 1) dtype=float32 min=-17923.625 max=40776.19921875 mean=1350.117919921875 std=9051.5126953125 norm=81854.84375 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=15 x_t: shape=(16, 5, 1) dtype=float32 min=-40354.5234375 max=90263.0859375 mean=3217.95458984375 std=20011.375 norm=181286.578125 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=16 x_t: shape=(16, 5, 1) dtype=float32 min=-91223.8671875 max=198659.625 mean=7491.63427734375 std=44393.6328125 norm=402682.9375 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=17 x_t: shape=(16, 5, 1) dtype=float32 min=-198381.1875 max=434484.90625 mean=17301.546875 std=97862.9375 norm=888886.8125 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=18 x_t: shape=(16, 5, 1) dtype=float32 min=-443637.375 max=954067.8125 mean=38877.5546875 std=214687.484375 norm=1951454.5 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=19 x_t: shape=(16, 5, 1) dtype=float32 min=-975580.625 max=2081719.625 mean=88062.25 std=474730.59375 norm=4318556.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=20 x_t: shape=(16, 5, 1) dtype=float32 min=-2155401.5 max=4572363.5 mean=197787.765625 std=1049288.25 norm=9550396.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=21 x_t: shape=(16, 5, 1) dtype=float32 min=-4731079.5 max=10000989.0 mean=438491.3125 std=2311170.5 norm=21040502.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=22 x_t: shape=(16, 5, 1) dtype=float32 min=-10066810.0 max=21760384.0 mean=950052.5 std=5024892.5 norm=45740260.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=23 x_t: shape=(16, 5, 1) dtype=float32 min=-22317512.0 max=47620208.0 mean=2058733.25 std=10939058.0 norm=99559584.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=24 x_t: shape=(16, 5, 1) dtype=float32 min=-48853764.0 max=103567976.0 mean=4491847.0 std=23737956.0 norm=216086496.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=25 x_t: shape=(16, 5, 1) dtype=float32 min=-108339632.0 max=226415776.0 mean=9908940.0 std=51928884.0 norm=472846368.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=26 x_t: shape=(16, 5, 1) dtype=float32 min=-232363376.0 max=491125344.0 mean=21743498.0 std=112370040.0 norm=1023711168.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=27 x_t: shape=(16, 5, 1) dtype=float32 min=-512422336.0 max=1065438400.0 mean=46909976.0 std=244364160.0 norm=2225567488.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=28 x_t: shape=(16, 5, 1) dtype=float32 min=-1095340032.0 max=2285097216.0 mean=101599720.0 std=527829984.0 norm=4807718400.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=29 x_t: shape=(16, 5, 1) dtype=float32 min=-2400044544.0 max=4973862400.0 mean=219730080.0 std=1146875392.0 norm=10444536832.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=30 x_t: shape=(16, 5, 1) dtype=float32 min=-5349809152.0 max=10689878016.0 mean=469242208.0 std=2474719232.0 norm=22528954368.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=31 x_t: shape=(16, 5, 1) dtype=float32 min=-11079871488.0 max=22242619392.0 mean=1030215872.0 std=5197792256.0 norm=47394844672.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=32 x_t: shape=(16, 5, 1) dtype=float32 min=-23638431744.0 max=48719704064.0 mean=2266546176.0 std=11394260992.0 norm=103910121472.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=33 x_t: shape=(16, 5, 1) dtype=float32 min=-50122612736.0 max=104575795200.0 mean=4988249088.0 std=25088768000.0 norm=228793155584.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=34 x_t: shape=(16, 5, 1) dtype=float32 min=-107794366464.0 max=223554945024.0 mean=10906241024.0 std=54690066432.0 norm=498794528768.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=35 x_t: shape=(16, 5, 1) dtype=float32 min=-228264886272.0 max=481450885120.0 mean=23434219520.0 std=117695389696.0 norm=1073363615744.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=36 x_t: shape=(16, 5, 1) dtype=float32 min=-495709716480.0 max=1041996382208.0 mean=51901607936.0 std=257295138816.0 norm=2347672272896.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=37 x_t: shape=(16, 5, 1) dtype=float32 min=-1073080434688.0 max=2263150231552.0 mean=113462763520.0 std=567126589440.0 norm=5173055848448.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=38 x_t: shape=(16, 5, 1) dtype=float32 min=-2346734059520.0 max=4961071005696.0 mean=245699575808.0 std=1226364157952.0 norm=11186910265344.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=39 x_t: shape=(16, 5, 1) dtype=float32 min=-5078741155840.0 max=10869350072320.0 mean=531175047168.0 std=2698561191936.0 norm=24599804772352.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=40 x_t: shape=(16, 5, 1) dtype=float32 min=-11049940025344.0 max=23988411564032.0 mean=1164685475840.0 std=5819839021056.0 norm=53086357815296.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=41 x_t: shape=(16, 5, 1) dtype=float32 min=-24835484811264.0 max=52172490276864.0 mean=2505477718016.0 std=12723361415168.0 norm=115986657181696.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=42 x_t: shape=(16, 5, 1) dtype=float32 min=-55061984051200.0 max=111855385182208.0 mean=5495906107392.0 std=27793431724032.0 norm=253405536714752.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=43 x_t: shape=(16, 5, 1) dtype=float32 min=-117218364882944.0 max=238856083341312.0 mean=11796924596224.0 std=60386481012736.0 norm=550323118669824.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=44 x_t: shape=(16, 5, 1) dtype=float32 min=-248734726225920.0 max=511111174553600.0 mean=25636957585408.0 std=129743269658624.0 norm=1182897075650560.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=45 x_t: shape=(16, 5, 1) dtype=float32 min=-534794093985792.0 max=1101276389572608.0 mean=56159268503552.0 std=285537042694144.0 norm=2602848697188352.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=46 x_t: shape=(16, 5, 1) dtype=float32 min=-1141754241744896.0 max=2357860272963584.0 mean=122409319399424.0 std=612201148710912.0 norm=5584079718187008.0 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=47 x_t: shape=(16, 5, 1) dtype=float32 min=-2428864135430144.0 max=5094891533107200.0 mean=273848507301888.0 std=1336101914542080.0 norm=1.2198889310388224e+16 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=48 x_t: shape=(16, 5, 1) dtype=float32 min=-5331254857695232.0 max=1.1209885043654656e+16 mean=600214029205504.0 std=2966815500140544.0 norm=2.707360337572659e+16 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=49 x_t: shape=(16, 5, 1) dtype=float32 min=-1.1319388456091648e+16 max=2.375055926152397e+16 mean=1313956660510720.0 std=6451636805304320.0 norm=5.888979124407501e+16 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=50 x_t: shape=(16, 5, 1) dtype=float32 min=-2.4762704812048384e+16 max=5.269421931521638e+16 mean=2890191404531712.0 std=1.42677202960384e+16 norm=1.3020630585494733e+17 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=51 x_t: shape=(16, 5, 1) dtype=float32 min=-5.138275534635008e+16 max=1.1934494344871936e+17 mean=6390512978231296.0 std=3.120924885988147e+16 norm=2.8493593007724954e+17 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=52 x_t: shape=(16, 5, 1) dtype=float32 min=-1.1786340306989875e+17 max=2.6640182334508237e+17 mean=1.424992839401472e+16 std=6.942190145739162e+16 norm=6.338745007268168e+17 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=53 x_t: shape=(16, 5, 1) dtype=float32 min=-2.4167506096685056e+17 max=5.910941525574943e+17 mean=3.1482449582096384e+16 std=1.5268668866822144e+17 norm=1.394399409394942e+18 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=54 x_t: shape=(16, 5, 1) dtype=float32 min=-5.653486067567821e+17 max=1.2932337568401326e+18 mean=6.92867345416192e+16 std=3.38823338551935e+17 norm=3.0932431431605944e+18 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=55 x_t: shape=(16, 5, 1) dtype=float32 min=-1.258828113861673e+18 max=2.8534993056484557e+18 mean=1.5306732584986214e+17 std=7.49431454819156e+17 norm=6.84150329613851e+18 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=56 x_t: shape=(16, 5, 1) dtype=float32 min=-2.828509055616549e+18 max=6.401875666400182e+18 mean=3.328016569639895e+17 std=1.6560801531486536e+18 norm=1.5108564099618832e+19 nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=57 x_t: shape=(16, 5, 1) dtype=float32 min=-5.887404280159142e+18 max=1.4751248109359071e+19 mean=7.7410511422174e+17 std=inf norm=inf nan=0 inf=0
2026-03-04 13:18:27 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=77512cf2cc1f model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=58 x_t: shape=(16, 5, 1) dtype=float32 min=-1.13658650015763e+19 max=3.3434499333226496e+19 mean=1.8080013240259052e+18 std=inf norm=inf nan=0 inf=0
