2026-03-04 13:39:44 | INFO | bench.__main__ | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] Starting run device=cuda precision=fp32 deterministic=True resolved_from_cache=False
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=13 x_post: shape=(32, 5, 1) dtype=float32 min=-27.415555953979492 max=72.87683868408203 mean=1.1784988641738892 std=11.184399604797363 norm=142.25592041015625 nan=0 inf=0 innov_norm=0.8746353387832642 K_norm=7.597595691680908
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=14 x_post: shape=(32, 5, 1) dtype=float32 min=-29.834266662597656 max=78.4968490600586 mean=1.25859797000885 std=12.028266906738281 norm=152.97752380371094 nan=0 inf=0 innov_norm=0.8237607479095459 K_norm=7.597586631774902
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=15 x_post: shape=(32, 5, 1) dtype=float32 min=-32.28179168701172 max=84.12140655517578 mean=1.3393311500549316 std=12.868253707885742 norm=163.65122985839844 nan=0 inf=0 innov_norm=0.7100196480751038 K_norm=7.597582817077637
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=16 x_post: shape=(32, 5, 1) dtype=float32 min=-34.77254867553711 max=89.66913604736328 mean=1.4163814783096313 std=13.705440521240234 norm=174.28494262695312 nan=0 inf=0 innov_norm=0.7083786129951477 K_norm=7.59758186340332
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=17 x_post: shape=(32, 5, 1) dtype=float32 min=-37.29689407348633 max=95.19353485107422 mean=1.4958809614181519 std=14.538091659545898 norm=184.8648223876953 nan=0 inf=0 innov_norm=0.8044449687004089 K_norm=7.597581386566162
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=18 x_post: shape=(32, 5, 1) dtype=float32 min=-39.86711120605469 max=100.7060775756836 mean=1.5740115642547607 std=15.366312980651855 norm=195.38723754882812 nan=0 inf=0 innov_norm=0.7881073355674744 K_norm=7.597580909729004
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=19 x_post: shape=(32, 5, 1) dtype=float32 min=-42.38072967529297 max=106.14238739013672 mean=1.6549885272979736 std=16.186458587646484 norm=205.81173706054688 nan=0 inf=0 innov_norm=0.7206289172172546 K_norm=7.597581386566162
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=20 x_post: shape=(32, 5, 1) dtype=float32 min=-44.75619888305664 max=111.65775299072266 mean=1.7440245151519775 std=17.00545310974121 norm=216.2321319580078 nan=0 inf=0 innov_norm=0.7624039053916931 K_norm=7.597581386566162
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=21 x_post: shape=(32, 5, 1) dtype=float32 min=-47.08315658569336 max=117.21882629394531 mean=1.8258100748062134 std=17.818607330322266 norm=226.56967163085938 nan=0 inf=0 innov_norm=0.8032775521278381 K_norm=7.597581386566162
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=22 x_post: shape=(32, 5, 1) dtype=float32 min=-49.30888748168945 max=122.79391479492188 mean=1.903069257736206 std=18.635364532470703 norm=236.9467315673828 nan=0 inf=0 innov_norm=0.7839111089706421 K_norm=7.597581386566162
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=23 x_post: shape=(32, 5, 1) dtype=float32 min=-51.54146957397461 max=128.38336181640625 mean=1.9805043935775757 std=19.453575134277344 norm=247.34234619140625 nan=0 inf=0 innov_norm=0.7008175849914551 K_norm=7.597581386566162
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=24 x_post: shape=(32, 5, 1) dtype=float32 min=-53.81671905517578 max=133.90899658203125 mean=2.060333728790283 std=20.27350616455078 norm=257.7626953125 nan=0 inf=0 innov_norm=0.7375643253326416 K_norm=7.597580909729004
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=25 x_post: shape=(32, 5, 1) dtype=float32 min=-56.01750183105469 max=139.47691345214844 mean=2.1379446983337402 std=21.092748641967773 norm=268.17156982421875 nan=0 inf=0 innov_norm=0.8187010884284973 K_norm=7.597581386566162
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=26 x_post: shape=(32, 5, 1) dtype=float32 min=-58.1623649597168 max=145.0975799560547 mean=2.21502685546875 std=21.91486930847168 norm=278.615966796875 nan=0 inf=0 innov_norm=0.658704400062561 K_norm=7.597581386566162
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=27 x_post: shape=(32, 5, 1) dtype=float32 min=-60.354576110839844 max=150.7431640625 mean=2.2887415885925293 std=22.739112854003906 norm=289.0828552246094 nan=0 inf=0 innov_norm=0.7464473843574524 K_norm=7.597580909729004
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=28 x_post: shape=(32, 5, 1) dtype=float32 min=-62.56386947631836 max=156.3523712158203 mean=2.3650927543640137 std=23.559871673583984 norm=299.5092468261719 nan=0 inf=0 innov_norm=0.7750699520111084 K_norm=7.597580909729004
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=29 x_post: shape=(32, 5, 1) dtype=float32 min=-64.76042938232422 max=161.99822998046875 mean=2.4457828998565674 std=24.391754150390625 norm=310.0811767578125 nan=0 inf=0 innov_norm=0.750419020652771 K_norm=7.597581386566162
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=30 x_post: shape=(32, 5, 1) dtype=float32 min=-67.0185775756836 max=167.60513305664062 mean=2.5197675228118896 std=25.224273681640625 norm=320.6526184082031 nan=0 inf=0 innov_norm=0.795812726020813 K_norm=7.597581386566162
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=31 x_post: shape=(32, 5, 1) dtype=float32 min=-69.30155944824219 max=173.29246520996094 mean=2.5935568809509277 std=26.057071685791016 norm=331.2274169921875 nan=0 inf=0 innov_norm=0.7147105932235718 K_norm=7.597581386566162
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=32 x_post: shape=(32, 5, 1) dtype=float32 min=-71.49092102050781 max=178.87005615234375 mean=2.667102813720703 std=26.8811092376709 norm=341.691650390625 nan=0 inf=0 innov_norm=0.787183403968811 K_norm=7.597581386566162
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=33 x_post: shape=(32, 5, 1) dtype=float32 min=-73.70903778076172 max=184.46966552734375 mean=2.7432403564453125 std=27.70091438293457 norm=352.10589599609375 nan=0 inf=0 innov_norm=0.8080173134803772 K_norm=7.597581386566162
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=34 x_post: shape=(32, 5, 1) dtype=float32 min=-75.84708404541016 max=190.0203857421875 mean=2.8139328956604004 std=28.51625633239746 norm=362.4571838378906 nan=0 inf=0 innov_norm=0.7971221804618835 K_norm=7.597580909729004
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=35 x_post: shape=(32, 5, 1) dtype=float32 min=-77.98653411865234 max=195.65786743164062 mean=2.892441749572754 std=29.335580825805664 norm=372.868408203125 nan=0 inf=0 innov_norm=0.733135461807251 K_norm=7.597580909729004
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=36 x_post: shape=(32, 5, 1) dtype=float32 min=-80.11371612548828 max=201.2292938232422 mean=2.9683501720428467 std=30.15620231628418 norm=383.2925720214844 nan=0 inf=0 innov_norm=0.8780653476715088 K_norm=7.597581386566162
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=37 x_post: shape=(32, 5, 1) dtype=float32 min=-82.19416809082031 max=206.8468780517578 mean=3.045809507369995 std=30.981962203979492 norm=393.7834777832031 nan=0 inf=0 innov_norm=0.7823410034179688 K_norm=7.597581386566162
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=38 x_post: shape=(32, 5, 1) dtype=float32 min=-84.23511505126953 max=212.49241638183594 mean=3.1267998218536377 std=31.808429718017578 norm=404.2876281738281 nan=0 inf=0 innov_norm=0.8348943591117859 K_norm=7.597581386566162
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=39 x_post: shape=(32, 5, 1) dtype=float32 min=-86.25979614257812 max=218.0497283935547 mean=3.2087416648864746 std=32.62858200073242 norm=414.71343994140625 nan=0 inf=0 innov_norm=0.7803003787994385 K_norm=7.597581386566162
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=40 x_post: shape=(32, 5, 1) dtype=float32 min=-88.20781707763672 max=223.67526245117188 mean=3.293048858642578 std=33.452518463134766 norm=425.1898498535156 nan=0 inf=0 innov_norm=0.7627771496772766 K_norm=7.597581386566162
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=41 x_post: shape=(32, 5, 1) dtype=float32 min=-90.10918426513672 max=229.37986755371094 mean=3.3726646900177 std=34.274410247802734 norm=435.6347351074219 nan=0 inf=0 innov_norm=0.7744079232215881 K_norm=7.597581386566162
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=42 x_post: shape=(32, 5, 1) dtype=float32 min=-91.9187240600586 max=235.18544006347656 mean=3.452425479888916 std=35.093589782714844 norm=446.0455627441406 nan=0 inf=0 innov_norm=0.794356107711792 K_norm=7.597580909729004
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=43 x_post: shape=(32, 5, 1) dtype=float32 min=-93.68138122558594 max=240.96795654296875 mean=3.534437656402588 std=35.910003662109375 norm=456.4244689941406 nan=0 inf=0 innov_norm=0.7391318082809448 K_norm=7.597580909729004
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=44 x_post: shape=(32, 5, 1) dtype=float32 min=-95.55874633789062 max=246.84010314941406 mean=3.6115269660949707 std=36.730472564697266 norm=466.8482971191406 nan=0 inf=0 innov_norm=0.8188002705574036 K_norm=7.597581386566162
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=45 x_post: shape=(32, 5, 1) dtype=float32 min=-97.39784240722656 max=252.72549438476562 mean=3.68707013130188 std=37.54893493652344 norm=477.24493408203125 nan=0 inf=0 innov_norm=0.7339369058609009 K_norm=7.597581386566162
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=46 x_post: shape=(32, 5, 1) dtype=float32 min=-99.21350860595703 max=258.6697082519531 mean=3.7638919353485107 std=38.369625091552734 norm=487.67120361328125 nan=0 inf=0 innov_norm=0.7831611633300781 K_norm=7.597581386566162
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=47 x_post: shape=(32, 5, 1) dtype=float32 min=-101.05830383300781 max=264.5130310058594 mean=3.8395087718963623 std=39.18785858154297 norm=498.0650329589844 nan=0 inf=0 innov_norm=0.7812454104423523 K_norm=7.597581386566162
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=48 x_post: shape=(32, 5, 1) dtype=float32 min=-103.33283233642578 max=270.44500732421875 mean=3.913691997528076 std=40.009185791015625 norm=508.49615478515625 nan=0 inf=0 innov_norm=0.8649162650108337 K_norm=7.597581386566162
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=49 x_post: shape=(32, 5, 1) dtype=float32 min=-105.58413696289062 max=276.42657470703125 mean=3.987905979156494 std=40.830509185791016 norm=518.9271850585938 nan=0 inf=0 innov_norm=0.782310962677002 K_norm=7.597581386566162
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=50 x_post: shape=(32, 5, 1) dtype=float32 min=-107.77677154541016 max=282.4654235839844 mean=4.064815521240234 std=41.64657974243164 norm=529.2954711914062 nan=0 inf=0 innov_norm=0.8710203170776367 K_norm=7.597580909729004
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=51 x_post: shape=(32, 5, 1) dtype=float32 min=-109.89833068847656 max=288.5619201660156 mean=4.14115047454834 std=42.465919494628906 norm=539.7041625976562 nan=0 inf=0 innov_norm=0.6963485479354858 K_norm=7.597580909729004
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=52 x_post: shape=(32, 5, 1) dtype=float32 min=-111.99638366699219 max=294.56903076171875 mean=4.2156805992126465 std=43.27165985107422 norm=549.9393920898438 nan=0 inf=0 innov_norm=0.836121678352356 K_norm=7.597581386566162
2026-03-04 13:39:44 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=fd75d1016844 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=53 x_post: shape=(32, 5, 1) dtype=float32 min=-114.11418914794922 max=300.5481262207031 mean=4.288898468017578 std=44.0756721496582 norm=560.1513671875 nan=0 inf=0 innov_norm=0.7024892568588257 K_norm=7.597581386566162
