2026-03-04 13:18:01 | INFO | bench.__main__ | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] Starting run device=cpu precision=fp32 deterministic=True resolved_from_cache=False
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=10 x_t: shape=(16, 5, 1) dtype=float32 min=-760.6982421875 max=87.68856811523438 mean=-32.96295166015625 std=115.27913665771484 norm=1072.4117431640625 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=11 x_t: shape=(16, 5, 1) dtype=float32 min=-1401.5169677734375 max=191.64402770996094 mean=-53.894493103027344 std=206.72784423828125 norm=1910.83251953125 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=12 x_t: shape=(16, 5, 1) dtype=float32 min=-2501.76806640625 max=319.95794677734375 mean=-86.67393493652344 std=363.4189453125 norm=3341.6845703125 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=13 x_t: shape=(16, 5, 1) dtype=float32 min=-4125.44189453125 max=407.20574951171875 mean=-138.9965057373047 std=593.9336547851562 norm=5455.83837890625 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=14 x_t: shape=(16, 5, 1) dtype=float32 min=-7049.86572265625 max=904.0929565429688 mean=-222.1398162841797 std=1035.4334716796875 norm=9471.9306640625 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=15 x_t: shape=(16, 5, 1) dtype=float32 min=-11364.41796875 max=1756.8355712890625 mean=-359.7542724609375 std=1709.02294921875 norm=15620.9658203125 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=16 x_t: shape=(16, 5, 1) dtype=float32 min=-19701.0078125 max=2539.10107421875 mean=-593.5047607421875 std=2900.282470703125 norm=26478.5 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=17 x_t: shape=(16, 5, 1) dtype=float32 min=-33759.921875 max=4587.005859375 mean=-895.7650146484375 std=4759.24658203125 norm=43315.421875 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=18 x_t: shape=(16, 5, 1) dtype=float32 min=-53235.6015625 max=8781.833984375 mean=-1438.3994140625 std=7720.97509765625 norm=70246.6796875 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=19 x_t: shape=(16, 5, 1) dtype=float32 min=-94841.8046875 max=17545.638671875 mean=-2192.811279296875 std=13691.47265625 norm=124020.921875 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=20 x_t: shape=(16, 5, 1) dtype=float32 min=-164142.8125 max=34678.4375 mean=-3270.089111328125 std=24358.0 norm=219819.125 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=21 x_t: shape=(16, 5, 1) dtype=float32 min=-270555.75 max=57538.390625 mean=-5226.8359375 std=40580.30078125 norm=365959.625 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=22 x_t: shape=(16, 5, 1) dtype=float32 min=-429882.53125 max=123216.265625 mean=-6448.7138671875 std=64619.26953125 norm=580843.25 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=23 x_t: shape=(16, 5, 1) dtype=float32 min=-693503.0625 max=251784.40625 mean=-8845.021484375 std=108803.375 norm=976377.3125 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=24 x_t: shape=(16, 5, 1) dtype=float32 min=-1195034.5 max=524383.625 mean=-12330.46875 std=197136.84375 norm=1766691.25 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=25 x_t: shape=(16, 5, 1) dtype=float32 min=-2007127.875 max=1112535.75 mean=-11527.0029296875 std=361239.34375 norm=3232667.5 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=26 x_t: shape=(16, 5, 1) dtype=float32 min=-3219817.5 max=2438935.0 mean=-3679.8125 std=658118.25 norm=5886480.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=27 x_t: shape=(16, 5, 1) dtype=float32 min=-5155707.5 max=4879525.0 mean=25713.03125 std=1210723.875 norm=10831486.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=28 x_t: shape=(16, 5, 1) dtype=float32 min=-8353089.5 max=9640682.0 mean=74790.6015625 std=2208501.5 norm=19764762.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=29 x_t: shape=(16, 5, 1) dtype=float32 min=-14255205.0 max=20110464.0 mean=287407.0625 std=4355916.0 norm=39045212.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=30 x_t: shape=(16, 5, 1) dtype=float32 min=-23947424.0 max=46053004.0 mean=798930.5 std=9315574.0 norm=83626888.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=31 x_t: shape=(16, 5, 1) dtype=float32 min=-41945824.0 max=109354104.0 mean=1956650.75 std=20275786.0 norm=182194592.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=32 x_t: shape=(16, 5, 1) dtype=float32 min=-100207008.0 max=210199424.0 mean=4159432.5 std=42801824.0 norm=384634592.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=33 x_t: shape=(16, 5, 1) dtype=float32 min=-219267232.0 max=414713728.0 mean=7888333.5 std=83851104.0 norm=753298496.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=34 x_t: shape=(16, 5, 1) dtype=float32 min=-429793536.0 max=808988288.0 mean=18108984.0 std=161127280.0 norm=1450239616.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=35 x_t: shape=(16, 5, 1) dtype=float32 min=-894980480.0 max=1600617600.0 mean=33313914.0 std=309269568.0 norm=2782193152.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=36 x_t: shape=(16, 5, 1) dtype=float32 min=-1261357312.0 max=2645811200.0 mean=56653132.0 std=509612352.0 norm=4586190848.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=37 x_t: shape=(16, 5, 1) dtype=float32 min=-2651788800.0 max=4933637120.0 mean=110103600.0 std=978056832.0 norm=8803262464.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=38 x_t: shape=(16, 5, 1) dtype=float32 min=-4242946560.0 max=8904833024.0 mean=200294496.0 std=1720524800.0 norm=15492767744.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=39 x_t: shape=(16, 5, 1) dtype=float32 min=-8648491008.0 max=16692065280.0 mean=413617472.0 std=3314158080.0 norm=29872691200.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=40 x_t: shape=(16, 5, 1) dtype=float32 min=-16034523136.0 max=33174482944.0 mean=776603776.0 std=6266713600.0 norm=56479944704.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=41 x_t: shape=(16, 5, 1) dtype=float32 min=-34787291136.0 max=61131636736.0 mean=1423556992.0 std=12431889408.0 norm=111920816128.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=42 x_t: shape=(16, 5, 1) dtype=float32 min=-66445950976.0 max=120174804992.0 mean=2571335680.0 std=23246616576.0 norm=209192173568.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=43 x_t: shape=(16, 5, 1) dtype=float32 min=-120635113472.0 max=215360110592.0 mean=5406107648.0 std=42923966464.0 norm=386956689408.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=44 x_t: shape=(16, 5, 1) dtype=float32 min=-269539786752.0 max=439147298816.0 mean=10628746240.0 std=86643687424.0 norm=780773949440.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=45 x_t: shape=(16, 5, 1) dtype=float32 min=-451252060160.0 max=833236041728.0 mean=21499105280.0 std=161759739904.0 norm=1459545702400.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=46 x_t: shape=(16, 5, 1) dtype=float32 min=-772217110528.0 max=1558165192704.0 mean=34648633344.0 std=284873785344.0 norm=2566766198784.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=47 x_t: shape=(16, 5, 1) dtype=float32 min=-1476255678464.0 max=2691101884416.0 mean=65244286976.0 std=519925301248.0 norm=4686825390080.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=48 x_t: shape=(16, 5, 1) dtype=float32 min=-2440288534528.0 max=4900209033216.0 mean=121409585152.0 std=929538179072.0 norm=8384659062784.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=49 x_t: shape=(16, 5, 1) dtype=float32 min=-4294614188032.0 max=8215429382144.0 mean=177745903616.0 std=1495771774976.0 norm=13472717864960.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=50 x_t: shape=(16, 5, 1) dtype=float32 min=-7538473959424.0 max=13616521674752.0 mean=285219782656.0 std=2615366123520.0 norm=23531240816640.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=51 x_t: shape=(16, 5, 1) dtype=float32 min=-13390061764608.0 max=21466007470080.0 mean=415275188224.0 std=4171193384960.0 norm=37492732461056.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=52 x_t: shape=(16, 5, 1) dtype=float32 min=-24898911076352.0 max=31950182023168.0 mean=551155793920.0 std=6600873476096.0 norm=59245454163968.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=53 x_t: shape=(16, 5, 1) dtype=float32 min=-40621372866560.0 max=46808726241280.0 mean=702154932224.0 std=9600463011840.0 norm=86098508251136.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=54 x_t: shape=(16, 5, 1) dtype=float32 min=-55893144109056.0 max=59635964837888.0 mean=758315352064.0 std=12804687921152.0 norm=114729280339968.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=55 x_t: shape=(16, 5, 1) dtype=float32 min=-82085616287744.0 max=83787899731968.0 mean=853758836736.0 std=17451892867072.0 norm=156281125994496.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=56 x_t: shape=(16, 5, 1) dtype=float32 min=-124727863541760.0 max=110863969157120.0 mean=671487098880.0 std=23837209001984.0 norm=213291045486592.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=57 x_t: shape=(16, 5, 1) dtype=float32 min=-180474106347520.0 max=132752238182400.0 mean=-374925688832.0 std=29731240017920.0 norm=265945415155712.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=58 x_t: shape=(16, 5, 1) dtype=float32 min=-228999385055232.0 max=142080957480960.0 mean=-2627726475264.0 std=34029898301440.0 norm=305278759206912.0 nan=0 inf=0
2026-03-04 13:18:25 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=59 x_t: shape=(16, 5, 1) dtype=float32 min=-234832403628032.0 max=115346044354560.0 mean=-6487844847616.0 std=37919238651904.0 norm=344088452792320.0 nan=0 inf=0
