2026-03-04 13:39:31 | INFO | bench.__main__ | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] Starting run device=cuda precision=fp32 deterministic=True resolved_from_cache=False
2026-03-04 13:39:31 | DEBUG | bench.__main__ | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] y: shape=(32, 100, 5) dtype=float32 min=-670.035888671875 max=378.7034606933594 mean=-5.706998825073242 std=84.2289810180664 norm=10678.642578125 nan=0 inf=0
2026-03-04 13:39:31 | INFO | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] setup mode=oracle device=cuda x_dim=5 y_dim=5 t0_shift=None R_scale=1.0 layout=bench_BTD_to_repo_BTD
2026-03-04 13:39:31 | INFO | bench.__main__ | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] Adapter ready class=bench.models.mb_kf:ModelBasedKFAdapter layout=bench_BTD_to_repo_BTD version=s10_kf_baseline_v1
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] predict input shape=(32, 100, 5) mode=oracle layout=bench_BTD_to_repo_BTD
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=0 x_post: shape=(32, 5, 1) dtype=float32 min=-2.186227560043335 max=2.4817326068878174 mean=-0.07309122383594513 std=0.8359130620956421 norm=10.613900184631348 nan=0 inf=0 innov_norm=16.987184524536133 K_norm=11.97917366027832
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=1 x_post: shape=(32, 5, 1) dtype=float32 min=-7.819657802581787 max=3.7126619815826416 mean=-0.0888153463602066 std=1.329697608947754 norm=16.856969833374023 nan=0 inf=0 innov_norm=7.9016594886779785 K_norm=6.6747212409973145
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=2 x_post: shape=(32, 5, 1) dtype=float32 min=-14.623699188232422 max=6.723394393920898 mean=-0.15162083506584167 std=2.1791231632232666 norm=27.6306095123291 nan=0 inf=0 innov_norm=6.355907917022705 K_norm=4.90030574798584
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=3 x_post: shape=(32, 5, 1) dtype=float32 min=-21.364450454711914 max=10.366439819335938 mean=-0.18777582049369812 std=3.1264071464538574 norm=39.61753463745117 nan=0 inf=0 innov_norm=5.229844570159912 K_norm=3.9602725505828857
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=4 x_post: shape=(32, 5, 1) dtype=float32 min=-28.32990264892578 max=13.842384338378906 mean=-0.25189119577407837 std=4.113141059875488 norm=52.12504959106445 nan=0 inf=0 innov_norm=4.848847389221191 K_norm=3.372509241104126
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=5 x_post: shape=(32, 5, 1) dtype=float32 min=-34.97978973388672 max=17.40427589416504 mean=-0.30044808983802795 std=5.104099273681641 norm=64.67407989501953 nan=0 inf=0 innov_norm=4.841795921325684 K_norm=2.981997013092041
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=6 x_post: shape=(32, 5, 1) dtype=float32 min=-41.68773651123047 max=20.874752044677734 mean=-0.3577955365180969 std=6.1031718254089355 norm=77.33223724365234 nan=0 inf=0 innov_norm=4.865957736968994 K_norm=2.7179384231567383
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=7 x_post: shape=(32, 5, 1) dtype=float32 min=-48.379676818847656 max=24.35268211364746 mean=-0.4005558490753174 std=7.106655597686768 norm=90.0355453491211 nan=0 inf=0 innov_norm=4.470744609832764 K_norm=2.5379092693328857
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=8 x_post: shape=(32, 5, 1) dtype=float32 min=-55.00933074951172 max=27.769176483154297 mean=-0.4588643014431 std=8.11745548248291 norm=102.84252166748047 nan=0 inf=0 innov_norm=4.49703311920166 K_norm=2.4128670692443848
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=9 x_post: shape=(32, 5, 1) dtype=float32 min=-61.62001419067383 max=31.236713409423828 mean=-0.5145913362503052 std=9.12033462524414 norm=115.547607421875 nan=0 inf=0 innov_norm=4.159916877746582 K_norm=2.323129415512085
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=10 x_post: shape=(32, 5, 1) dtype=float32 min=-68.64962768554688 max=34.58411407470703 mean=-0.5741984248161316 std=10.139668464660645 norm=128.46327209472656 nan=0 inf=0 innov_norm=4.6951141357421875 K_norm=2.2562642097473145
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=11 x_post: shape=(32, 5, 1) dtype=float32 min=-75.7196044921875 max=37.97428894042969 mean=-0.6385138630867004 std=11.170763969421387 norm=141.53085327148438 nan=0 inf=0 innov_norm=4.342879295349121 K_norm=2.204835891723633
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=12 x_post: shape=(32, 5, 1) dtype=float32 min=-82.55094909667969 max=41.736080169677734 mean=-0.7031614184379578 std=12.198625564575195 norm=154.5579071044922 nan=0 inf=0 innov_norm=4.332690715789795 K_norm=2.16439151763916
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=13 x_post: shape=(32, 5, 1) dtype=float32 min=-89.40447998046875 max=45.51160430908203 mean=-0.7599363923072815 std=13.229334831237793 norm=167.6151580810547 nan=0 inf=0 innov_norm=4.268636226654053 K_norm=2.132103443145752
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=14 x_post: shape=(32, 5, 1) dtype=float32 min=-96.15076446533203 max=48.991214752197266 mean=-0.8213405609130859 std=14.248343467712402 norm=180.528076171875 nan=0 inf=0 innov_norm=3.991393804550171 K_norm=2.106032371520996
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=15 x_post: shape=(32, 5, 1) dtype=float32 min=-102.74211883544922 max=52.430419921875 mean=-0.8802388906478882 std=15.272059440612793 norm=193.4985809326172 nan=0 inf=0 innov_norm=4.704451560974121 K_norm=2.084770917892456
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=16 x_post: shape=(32, 5, 1) dtype=float32 min=-109.43783569335938 max=55.923851013183594 mean=-0.9520574808120728 std=16.284208297729492 norm=206.33248901367188 nan=0 inf=0 innov_norm=4.581423759460449 K_norm=2.0672736167907715
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=17 x_post: shape=(32, 5, 1) dtype=float32 min=-116.05162811279297 max=59.484947204589844 mean=-0.9980937242507935 std=17.299604415893555 norm=219.18849182128906 nan=0 inf=0 innov_norm=4.634830951690674 K_norm=2.0527522563934326
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=18 x_post: shape=(32, 5, 1) dtype=float32 min=-122.75456237792969 max=63.098182678222656 mean=-1.0623228549957275 std=18.326324462890625 norm=232.2008514404297 nan=0 inf=0 innov_norm=4.245489597320557 K_norm=2.0406110286712646
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=19 x_post: shape=(32, 5, 1) dtype=float32 min=-129.62464904785156 max=66.7959976196289 mean=-1.1236110925674438 std=19.37496566772461 norm=245.48785400390625 nan=0 inf=0 innov_norm=4.941384792327881 K_norm=2.0303924083709717
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=20 x_post: shape=(32, 5, 1) dtype=float32 min=-136.5102081298828 max=70.04724884033203 mean=-1.193241000175476 std=20.397232055664062 norm=258.44793701171875 nan=0 inf=0 innov_norm=4.668340682983398 K_norm=2.0217435359954834
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=21 x_post: shape=(32, 5, 1) dtype=float32 min=-143.36119079589844 max=73.58457946777344 mean=-1.241886854171753 std=21.42574691772461 norm=271.47149658203125 nan=0 inf=0 innov_norm=4.937654495239258 K_norm=2.014385223388672
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=22 x_post: shape=(32, 5, 1) dtype=float32 min=-150.1236572265625 max=77.32743072509766 mean=-1.3079805374145508 std=22.45909881591797 norm=284.5690002441406 nan=0 inf=0 innov_norm=4.425429344177246 K_norm=2.0080959796905518
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=23 x_post: shape=(32, 5, 1) dtype=float32 min=-156.8402862548828 max=81.11177825927734 mean=-1.3767074346542358 std=23.48251724243164 norm=297.5429992675781 nan=0 inf=0 innov_norm=4.827118873596191 K_norm=2.002697706222534
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=24 x_post: shape=(32, 5, 1) dtype=float32 min=-163.6683807373047 max=84.75540924072266 mean=-1.4417222738265991 std=24.521949768066406 norm=310.71649169921875 nan=0 inf=0 innov_norm=4.703543663024902 K_norm=1.9980459213256836
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=25 x_post: shape=(32, 5, 1) dtype=float32 min=-170.42794799804688 max=88.4259033203125 mean=-1.5055928230285645 std=25.54976463317871 norm=323.742431640625 nan=0 inf=0 innov_norm=4.397097110748291 K_norm=1.9940229654312134
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=26 x_post: shape=(32, 5, 1) dtype=float32 min=-177.12283325195312 max=91.94610595703125 mean=-1.5717322826385498 std=26.576372146606445 norm=336.7548522949219 nan=0 inf=0 innov_norm=4.444051265716553 K_norm=1.9905318021774292
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=27 x_post: shape=(32, 5, 1) dtype=float32 min=-183.75672912597656 max=95.57415008544922 mean=-1.6255786418914795 std=27.602571487426758 norm=349.7529296875 nan=0 inf=0 innov_norm=4.396320343017578 K_norm=1.9874924421310425
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=28 x_post: shape=(32, 5, 1) dtype=float32 min=-190.3383331298828 max=99.23110961914062 mean=-1.6902592182159424 std=28.64024543762207 norm=362.90399169921875 nan=0 inf=0 innov_norm=4.813482761383057 K_norm=1.984838843345642
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=29 x_post: shape=(32, 5, 1) dtype=float32 min=-197.04588317871094 max=102.78627014160156 mean=-1.747836709022522 std=29.668787002563477 norm=375.9344482421875 nan=0 inf=0 innov_norm=4.3208513259887695 K_norm=1.9825153350830078
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=30 x_post: shape=(32, 5, 1) dtype=float32 min=-204.15597534179688 max=106.24300384521484 mean=-1.8165162801742554 std=30.717456817626953 norm=389.227294921875 nan=0 inf=0 innov_norm=4.462197780609131 K_norm=1.9804757833480835
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=31 x_post: shape=(32, 5, 1) dtype=float32 min=-211.05853271484375 max=109.68352508544922 mean=-1.8843052387237549 std=31.75651741027832 norm=402.398193359375 nan=0 inf=0 innov_norm=4.349372863769531 K_norm=1.9786807298660278
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=32 x_post: shape=(32, 5, 1) dtype=float32 min=-218.15045166015625 max=113.19178771972656 mean=-1.945807695388794 std=32.80263900756836 norm=415.653564453125 nan=0 inf=0 innov_norm=4.401468276977539 K_norm=1.9770976305007935
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=33 x_post: shape=(32, 5, 1) dtype=float32 min=-225.13040161132812 max=116.79383850097656 mean=-2.014317274093628 std=33.85346984863281 norm=428.9736328125 nan=0 inf=0 innov_norm=4.607154846191406 K_norm=1.9756985902786255
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=34 x_post: shape=(32, 5, 1) dtype=float32 min=-232.32516479492188 max=120.5099868774414 mean=-2.0790553092956543 std=34.919960021972656 norm=442.4886779785156 nan=0 inf=0 innov_norm=4.2026824951171875 K_norm=1.9744596481323242
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=35 x_post: shape=(32, 5, 1) dtype=float32 min=-239.1592254638672 max=124.20610809326172 mean=-2.1344196796417236 std=35.95040512084961 norm=455.5414123535156 nan=0 inf=0 innov_norm=4.526322364807129 K_norm=1.9733607769012451
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=36 x_post: shape=(32, 5, 1) dtype=float32 min=-246.21888732910156 max=127.89212036132812 mean=-2.183898448944092 std=36.97434616088867 norm=468.5076904296875 nan=0 inf=0 innov_norm=5.148273468017578 K_norm=1.9723843336105347
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=37 x_post: shape=(32, 5, 1) dtype=float32 min=-253.08303833007812 max=131.65689086914062 mean=-2.2297096252441406 std=38.0037727355957 norm=481.54058837890625 nan=0 inf=0 innov_norm=4.305886268615723 K_norm=1.97151517868042
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=38 x_post: shape=(32, 5, 1) dtype=float32 min=-259.78778076171875 max=135.44760131835938 mean=-2.2916996479034424 std=39.039337158203125 norm=494.6629638671875 nan=0 inf=0 innov_norm=4.881831169128418 K_norm=1.9707406759262085
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=39 x_post: shape=(32, 5, 1) dtype=float32 min=-266.4247131347656 max=139.2525177001953 mean=-2.325619697570801 std=40.07292175292969 norm=507.73968505859375 nan=0 inf=0 innov_norm=4.071463108062744 K_norm=1.9700497388839722
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=40 x_post: shape=(32, 5, 1) dtype=float32 min=-273.06402587890625 max=142.83213806152344 mean=-2.383005380630493 std=41.10419845581055 norm=520.8045654296875 nan=0 inf=0 innov_norm=4.891625881195068 K_norm=1.9694323539733887
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=41 x_post: shape=(32, 5, 1) dtype=float32 min=-279.7726745605469 max=146.49514770507812 mean=-2.432816982269287 std=42.12869644165039 norm=533.7783813476562 nan=0 inf=0 innov_norm=4.754693508148193 K_norm=1.9688798189163208
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=42 x_post: shape=(32, 5, 1) dtype=float32 min=-286.36346435546875 max=149.92027282714844 mean=-2.4794890880584717 std=43.142234802246094 norm=546.6113891601562 nan=0 inf=0 innov_norm=4.3873291015625 K_norm=1.9683854579925537
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=43 x_post: shape=(32, 5, 1) dtype=float32 min=-292.85150146484375 max=153.80824279785156 mean=-2.523528814315796 std=44.160240173339844 norm=559.4990234375 nan=0 inf=0 innov_norm=4.541182041168213 K_norm=1.9679423570632935
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=44 x_post: shape=(32, 5, 1) dtype=float32 min=-299.42205810546875 max=157.2781219482422 mean=-2.5853400230407715 std=45.18136978149414 norm=572.4390258789062 nan=0 inf=0 innov_norm=4.046578884124756 K_norm=1.967544674873352
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=45 x_post: shape=(32, 5, 1) dtype=float32 min=-305.8219909667969 max=160.85293579101562 mean=-2.6238021850585938 std=46.197654724121094 norm=585.3009643554688 nan=0 inf=0 innov_norm=4.683010578155518 K_norm=1.967187762260437
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=46 x_post: shape=(32, 5, 1) dtype=float32 min=-312.40191650390625 max=164.22018432617188 mean=-2.6712112426757812 std=47.22100830078125 norm=598.2586669921875 nan=0 inf=0 innov_norm=4.4282355308532715 K_norm=1.966867208480835
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=47 x_post: shape=(32, 5, 1) dtype=float32 min=-318.81854248046875 max=167.75704956054688 mean=-2.724989414215088 std=48.260589599609375 norm=611.4259033203125 nan=0 inf=0 innov_norm=4.7336578369140625 K_norm=1.9665791988372803
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=48 x_post: shape=(32, 5, 1) dtype=float32 min=-325.3760681152344 max=171.3534698486328 mean=-2.7797722816467285 std=49.30546188354492 norm=624.66064453125 nan=0 inf=0 innov_norm=4.554952621459961 K_norm=1.9663199186325073
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=49 x_post: shape=(32, 5, 1) dtype=float32 min=-331.8263244628906 max=174.97061157226562 mean=-2.8186984062194824 std=50.33012390136719 norm=637.62890625 nan=0 inf=0 innov_norm=4.237581253051758 K_norm=1.966086506843567
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=50 x_post: shape=(32, 5, 1) dtype=float32 min=-338.33819580078125 max=178.84063720703125 mean=-2.8645122051239014 std=51.39232635498047 norm=651.0762329101562 nan=0 inf=0 innov_norm=4.780988693237305 K_norm=1.965876579284668
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=51 x_post: shape=(32, 5, 1) dtype=float32 min=-344.9438171386719 max=182.48556518554688 mean=-2.9059722423553467 std=52.43037033081055 norm=664.2153930664062 nan=0 inf=0 innov_norm=4.2035441398620605 K_norm=1.9656875133514404
2026-03-04 13:39:31 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=eb80d13a14d9 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=52 x_post: shape=(32, 5, 1) dtype=float32 min=-351.3892822265625 max=186.2618865966797 mean=-2.9548556804656982 std=53.46436309814453 norm=677.3087158203125 nan=0 inf=0 innov_norm=4.2956132888793945 K_norm=1.9655169248580933
