model_id,baseline_mode,is_oracle_kf,init_id,track_id,task_id,scenario_id,seed,x_dim,y_dim,T,q2,r2,inv_r2_db,mse_db,mse,rmse,run_dir
mb_kf_oracle,oracle,True,untrained,frozen,A_linear_canonical_v0,6342acad14a9,0,5,5,100,0.001,1.0,-0.0,-10.862242011603506,0.08199281534985856,0.28634387604741707,/home/xynus/bench/runs/all_simple_paperlike/A_linear_canonical_v0/mb_kf_oracle/frozen/seed_0/scenario_6342acad14a9
mb_kf_oracle,oracle,True,untrained,frozen,A_linear_canonical_v0,e430cbdcf2b5,0,5,5,100,0.001,0.01,20.0,-25.014781030308594,0.003151533275355321,0.056138518642330784,/home/xynus/bench/runs/all_simple_paperlike/A_linear_canonical_v0/mb_kf_oracle/frozen/seed_0/scenario_e430cbdcf2b5
mb_kf_oracle,oracle,True,untrained,frozen,A_linear_canonical_v0,eb80d13a14d9,0,5,5,100,0.001,0.1,10.0,-18.119478180371917,0.015418857046447838,0.12417269042123488,/home/xynus/bench/runs/all_simple_paperlike/A_linear_canonical_v0/mb_kf_oracle/frozen/seed_0/scenario_eb80d13a14d9
mb_kf_oracle,oracle,True,untrained,frozen,A_linear_canonical_v0,ebdd3128c726,0,5,5,100,0.001,10.0,-10.0,-3.7398259987839615,0.4226855489330336,0.6501427142812827,/home/xynus/bench/runs/all_simple_paperlike/A_linear_canonical_v0/mb_kf_oracle/frozen/seed_0/scenario_ebdd3128c726
mb_kf_oracle,oracle,True,untrained,frozen,A_linear_canonical_v0,fd75d1016844,0,5,5,100,0.001,0.001,30.0,-31.16971206155682,0.0007638864277803368,0.02763849539646355,/home/xynus/bench/runs/all_simple_paperlike/A_linear_canonical_v0/mb_kf_oracle/frozen/seed_0/scenario_fd75d1016844
split_knet,,False,untrained,frozen,A_linear_canonical_v0,6342acad14a9,0,5,5,100,0.001,1.0,-0.0,262.3214672467096,1.7066588795594136e+26,13063915490998.146,/home/xynus/bench/runs/all_simple_paperlike/A_linear_canonical_v0/split_knet/frozen/seed_0/scenario_6342acad14a9/init_untrained
split_knet,,False,untrained,frozen,A_linear_canonical_v0,e430cbdcf2b5,0,5,5,100,0.001,0.01,20.0,257.49024437337863,5.610795465572277e+25,7490524324486.422,/home/xynus/bench/runs/all_simple_paperlike/A_linear_canonical_v0/split_knet/frozen/seed_0/scenario_e430cbdcf2b5/init_untrained
split_knet,,False,untrained,frozen,A_linear_canonical_v0,eb80d13a14d9,0,5,5,100,0.001,0.1,10.0,259.5696700339588,9.056637882238298e+25,9516636949173.955,/home/xynus/bench/runs/all_simple_paperlike/A_linear_canonical_v0/split_knet/frozen/seed_0/scenario_eb80d13a14d9/init_untrained
split_knet,,False,untrained,frozen,A_linear_canonical_v0,ebdd3128c726,0,5,5,100,0.001,10.0,-10.0,298.5126863089793,7.100168098691374e+29,842624952080780.4,/home/xynus/bench/runs/all_simple_paperlike/A_linear_canonical_v0/split_knet/frozen/seed_0/scenario_ebdd3128c726/init_untrained
split_knet,,False,untrained,frozen,A_linear_canonical_v0,fd75d1016844,0,5,5,100,0.001,0.001,30.0,257.9178230959297,6.19130657617877e+25,7868485607903.702,/home/xynus/bench/runs/all_simple_paperlike/A_linear_canonical_v0/split_knet/frozen/seed_0/scenario_fd75d1016844/init_untrained
