2026-03-04 13:39:39 | INFO | bench.__main__ | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] Starting run device=cuda precision=fp32 deterministic=True resolved_from_cache=False
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] predict input shape=(32, 100, 5) mode=nominal layout=bench_BTD_to_repo_BTD
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=0 x_post: shape=(32, 5, 1) dtype=float32 min=-1.7953908443450928 max=1.9920010566711426 mean=0.04716985300183296 std=0.7493529915809631 norm=9.49740982055664 nan=0 inf=0 innov_norm=23.103029251098633 K_norm=5.418967247009277
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=1 x_post: shape=(32, 5, 1) dtype=float32 min=-4.556899547576904 max=5.170348167419434 mean=0.04868045449256897 std=1.4681192636489868 norm=18.580610275268555 nan=0 inf=0 innov_norm=18.6751766204834 K_norm=3.9547600746154785
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=2 x_post: shape=(32, 5, 1) dtype=float32 min=-7.971046447753906 max=9.522316932678223 mean=0.05614675208926201 std=2.431988000869751 norm=30.770681381225586 nan=0 inf=0 innov_norm=18.207887649536133 K_norm=3.293555974960327
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=3 x_post: shape=(32, 5, 1) dtype=float32 min=-12.613597869873047 max=15.009309768676758 mean=0.08143699914216995 std=3.567012310028076 norm=45.13128662109375 nan=0 inf=0 innov_norm=17.37474822998047 K_norm=2.870248556137085
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=4 x_post: shape=(32, 5, 1) dtype=float32 min=-17.412689208984375 max=19.786529541015625 mean=0.08462006598711014 std=4.6592020988464355 norm=58.94448471069336 nan=0 inf=0 innov_norm=15.905069351196289 K_norm=2.5555126667022705
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=5 x_post: shape=(32, 5, 1) dtype=float32 min=-21.72307777404785 max=24.895177841186523 mean=0.10402077436447144 std=5.790102005004883 norm=73.25145721435547 nan=0 inf=0 innov_norm=14.83376693725586 K_norm=2.308712959289551
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=6 x_post: shape=(32, 5, 1) dtype=float32 min=-25.928176879882812 max=29.722841262817383 mean=0.12902702391147614 std=6.934155464172363 norm=87.72608184814453 nan=0 inf=0 innov_norm=14.716707229614258 K_norm=2.111898899078369
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=7 x_post: shape=(32, 5, 1) dtype=float32 min=-30.73797607421875 max=35.35505294799805 mean=0.13391855359077454 std=8.14000129699707 norm=102.97771453857422 nan=0 inf=0 innov_norm=14.75550365447998 K_norm=1.9545586109161377
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=8 x_post: shape=(32, 5, 1) dtype=float32 min=-35.04533767700195 max=40.45954132080078 mean=0.14414933323860168 std=9.302124977111816 norm=117.67774200439453 nan=0 inf=0 innov_norm=14.085098266601562 K_norm=1.829332947731018
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=9 x_post: shape=(32, 5, 1) dtype=float32 min=-39.47029113769531 max=45.52190399169922 mean=0.18536552786827087 std=10.485564231872559 norm=132.65379333496094 nan=0 inf=0 innov_norm=14.196793556213379 K_norm=1.730458378791809
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=10 x_post: shape=(32, 5, 1) dtype=float32 min=-43.88307189941406 max=50.67084884643555 mean=0.1990758180618286 std=11.659869194030762 norm=147.5084686279297 nan=0 inf=0 innov_norm=11.844106674194336 K_norm=1.6530733108520508
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=11 x_post: shape=(32, 5, 1) dtype=float32 min=-48.50746154785156 max=56.20396041870117 mean=0.23905110359191895 std=12.855262756347656 norm=162.63575744628906 nan=0 inf=0 innov_norm=13.765933990478516 K_norm=1.5929092168807983
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=12 x_post: shape=(32, 5, 1) dtype=float32 min=-53.25484848022461 max=61.698646545410156 mean=0.2629939615726471 std=14.01534366607666 norm=177.31285095214844 nan=0 inf=0 innov_norm=14.059593200683594 K_norm=1.5462040901184082
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=13 x_post: shape=(32, 5, 1) dtype=float32 min=-58.029903411865234 max=67.14541625976562 mean=0.29216450452804565 std=15.204167366027832 norm=192.35472106933594 nan=0 inf=0 innov_norm=12.995953559875488 K_norm=1.509728193283081
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=14 x_post: shape=(32, 5, 1) dtype=float32 min=-62.760196685791016 max=72.47367095947266 mean=0.3294227719306946 std=16.367033004760742 norm=207.0703582763672 nan=0 inf=0 innov_norm=13.322834968566895 K_norm=1.4808317422866821
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=15 x_post: shape=(32, 5, 1) dtype=float32 min=-67.29753875732422 max=77.6578598022461 mean=0.3662223517894745 std=17.53269386291504 norm=221.82135009765625 nan=0 inf=0 innov_norm=12.693449020385742 K_norm=1.457458734512329
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=16 x_post: shape=(32, 5, 1) dtype=float32 min=-70.99275970458984 max=82.86124420166016 mean=0.4008351266384125 std=18.68966293334961 norm=236.4619598388672 nan=0 inf=0 innov_norm=12.815139770507812 K_norm=1.438097596168518
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=17 x_post: shape=(32, 5, 1) dtype=float32 min=-75.03985595703125 max=88.57189178466797 mean=0.4204060435295105 std=19.8583927154541 norm=251.24729919433594 nan=0 inf=0 innov_norm=12.1152982711792 K_norm=1.4216923713684082
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=18 x_post: shape=(32, 5, 1) dtype=float32 min=-79.71788024902344 max=93.82347869873047 mean=0.4292564392089844 std=21.030149459838867 norm=266.0680847167969 nan=0 inf=0 innov_norm=14.887953758239746 K_norm=1.4075310230255127
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=19 x_post: shape=(32, 5, 1) dtype=float32 min=-84.3575668334961 max=98.94697570800781 mean=0.45625510811805725 std=22.216327667236328 norm=281.0760192871094 nan=0 inf=0 innov_norm=13.429137229919434 K_norm=1.3951406478881836
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=20 x_post: shape=(32, 5, 1) dtype=float32 min=-88.44941711425781 max=104.17201232910156 mean=0.46089476346969604 std=23.356332778930664 norm=295.4943542480469 nan=0 inf=0 innov_norm=13.522696495056152 K_norm=1.3842028379440308
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=21 x_post: shape=(32, 5, 1) dtype=float32 min=-92.73505401611328 max=109.54669189453125 mean=0.48023730516433716 std=24.526639938354492 norm=310.2996520996094 nan=0 inf=0 innov_norm=12.392888069152832 K_norm=1.3744920492172241
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=22 x_post: shape=(32, 5, 1) dtype=float32 min=-96.82807922363281 max=114.85786437988281 mean=0.5004514455795288 std=25.673721313476562 norm=324.81146240234375 nan=0 inf=0 innov_norm=12.702549934387207 K_norm=1.3658393621444702
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=23 x_post: shape=(32, 5, 1) dtype=float32 min=-101.1991958618164 max=120.47532653808594 mean=0.511633574962616 std=26.866971969604492 norm=339.9049072265625 nan=0 inf=0 innov_norm=13.402301788330078 K_norm=1.3581069707870483
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=24 x_post: shape=(32, 5, 1) dtype=float32 min=-105.20167541503906 max=126.28028869628906 mean=0.5485461354255676 std=28.058387756347656 norm=354.9814453125 nan=0 inf=0 innov_norm=13.994930267333984 K_norm=1.3511791229248047
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=25 x_post: shape=(32, 5, 1) dtype=float32 min=-109.531005859375 max=131.9075164794922 mean=0.5767322778701782 std=29.231252670288086 norm=369.8213195800781 nan=0 inf=0 innov_norm=14.016085624694824 K_norm=1.344954490661621
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=26 x_post: shape=(32, 5, 1) dtype=float32 min=-113.98684692382812 max=137.36660766601562 mean=0.6028299331665039 std=30.441566467285156 norm=385.13421630859375 nan=0 inf=0 innov_norm=14.008819580078125 K_norm=1.3393446207046509
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=27 x_post: shape=(32, 5, 1) dtype=float32 min=-118.51458740234375 max=142.95509338378906 mean=0.6311039924621582 std=31.612125396728516 norm=399.9449462890625 nan=0 inf=0 innov_norm=13.449000358581543 K_norm=1.3342732191085815
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=28 x_post: shape=(32, 5, 1) dtype=float32 min=-122.95987701416016 max=148.44252014160156 mean=0.6672402024269104 std=32.789520263671875 norm=414.8440856933594 nan=0 inf=0 innov_norm=13.381817817687988 K_norm=1.3296738862991333
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=29 x_post: shape=(32, 5, 1) dtype=float32 min=-127.67415618896484 max=153.9320068359375 mean=0.7007601857185364 std=33.98855972290039 norm=430.01641845703125 nan=0 inf=0 innov_norm=13.931801795959473 K_norm=1.3254899978637695
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=30 x_post: shape=(32, 5, 1) dtype=float32 min=-132.1509246826172 max=159.74668884277344 mean=0.7186475992202759 std=35.210365295410156 norm=445.4725646972656 nan=0 inf=0 innov_norm=13.069561004638672 K_norm=1.3216729164123535
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=31 x_post: shape=(32, 5, 1) dtype=float32 min=-136.74530029296875 max=165.00437927246094 mean=0.7309908270835876 std=36.403560638427734 norm=460.56549072265625 nan=0 inf=0 innov_norm=12.713560104370117 K_norm=1.3181812763214111
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=32 x_post: shape=(32, 5, 1) dtype=float32 min=-141.0852508544922 max=170.1401824951172 mean=0.7430896162986755 std=37.58925247192383 norm=475.5634765625 nan=0 inf=0 innov_norm=13.177379608154297 K_norm=1.3149793148040771
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=33 x_post: shape=(32, 5, 1) dtype=float32 min=-144.78477478027344 max=175.88092041015625 mean=0.7872909307479858 std=38.777366638183594 norm=490.60028076171875 nan=0 inf=0 innov_norm=14.26643180847168 K_norm=1.3120367527008057
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=34 x_post: shape=(32, 5, 1) dtype=float32 min=-148.8372344970703 max=181.32394409179688 mean=0.7915646433830261 std=39.9420051574707 norm=505.3300476074219 nan=0 inf=0 innov_norm=12.821602821350098 K_norm=1.309327244758606
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=35 x_post: shape=(32, 5, 1) dtype=float32 min=-152.691650390625 max=186.50466918945312 mean=0.8270286321640015 std=41.09226608276367 norm=519.8859252929688 nan=0 inf=0 innov_norm=13.947835922241211 K_norm=1.3068276643753052
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=36 x_post: shape=(32, 5, 1) dtype=float32 min=-156.480712890625 max=191.85504150390625 mean=0.8614020347595215 std=42.2872314453125 norm=535.0068359375 nan=0 inf=0 innov_norm=14.093947410583496 K_norm=1.3045172691345215
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=37 x_post: shape=(32, 5, 1) dtype=float32 min=-160.83724975585938 max=197.0519561767578 mean=0.8816396594047546 std=43.469329833984375 norm=549.96142578125 nan=0 inf=0 innov_norm=13.497659683227539 K_norm=1.3023784160614014
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=38 x_post: shape=(32, 5, 1) dtype=float32 min=-165.26541137695312 max=202.6892852783203 mean=0.895714282989502 std=44.632911682128906 norm=564.6803588867188 nan=0 inf=0 innov_norm=12.528337478637695 K_norm=1.3003956079483032
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=39 x_post: shape=(32, 5, 1) dtype=float32 min=-169.34832763671875 max=208.146728515625 mean=0.9145535230636597 std=45.816959381103516 norm=579.6592407226562 nan=0 inf=0 innov_norm=11.616303443908691 K_norm=1.2985546588897705
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=40 x_post: shape=(32, 5, 1) dtype=float32 min=-173.1462860107422 max=213.37144470214844 mean=0.9238759875297546 std=46.962520599365234 norm=594.1491088867188 nan=0 inf=0 innov_norm=14.064248085021973 K_norm=1.2968430519104004
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=41 x_post: shape=(32, 5, 1) dtype=float32 min=-176.86648559570312 max=218.1885528564453 mean=0.9527255892753601 std=48.10385513305664 norm=608.59033203125 nan=0 inf=0 innov_norm=14.366301536560059 K_norm=1.295249342918396
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=42 x_post: shape=(32, 5, 1) dtype=float32 min=-180.8915252685547 max=223.2732696533203 mean=0.9680575132369995 std=49.23493957519531 norm=622.8985595703125 nan=0 inf=0 innov_norm=14.98749828338623 K_norm=1.2937639951705933
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=43 x_post: shape=(32, 5, 1) dtype=float32 min=-184.7445068359375 max=228.6360321044922 mean=1.0036312341690063 std=50.413612365722656 norm=637.813720703125 nan=0 inf=0 innov_norm=14.456232070922852 K_norm=1.2923774719238281
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=44 x_post: shape=(32, 5, 1) dtype=float32 min=-188.7424774169922 max=233.72967529296875 mean=1.0401140451431274 std=51.5223274230957 norm=651.8444213867188 nan=0 inf=0 innov_norm=13.621533393859863 K_norm=1.2910821437835693
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=45 x_post: shape=(32, 5, 1) dtype=float32 min=-192.91258239746094 max=239.1072235107422 mean=1.0682885646820068 std=52.651851654052734 norm=666.1361694335938 nan=0 inf=0 innov_norm=12.760647773742676 K_norm=1.2898701429367065
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=46 x_post: shape=(32, 5, 1) dtype=float32 min=-197.1352996826172 max=243.9373016357422 mean=1.0829755067825317 std=53.741668701171875 norm=679.9223022460938 nan=0 inf=0 innov_norm=14.311990737915039 K_norm=1.2887355089187622
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=47 x_post: shape=(32, 5, 1) dtype=float32 min=-201.4690704345703 max=249.3045196533203 mean=1.0905191898345947 std=54.87096405029297 norm=694.2059326171875 nan=0 inf=0 innov_norm=13.275151252746582 K_norm=1.2876721620559692
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=48 x_post: shape=(32, 5, 1) dtype=float32 min=-205.5709686279297 max=254.60252380371094 mean=1.1127426624298096 std=56.01736831665039 norm=708.709716796875 nan=0 inf=0 innov_norm=12.995264053344727 K_norm=1.2866742610931396
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=49 x_post: shape=(32, 5, 1) dtype=float32 min=-209.80105590820312 max=260.2742614746094 mean=1.1437619924545288 std=57.15212631225586 norm=723.068359375 nan=0 inf=0 innov_norm=13.462162971496582 K_norm=1.285737156867981
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=50 x_post: shape=(32, 5, 1) dtype=float32 min=-213.7574005126953 max=265.4565734863281 mean=1.1723477840423584 std=58.26824951171875 norm=737.190673828125 nan=0 inf=0 innov_norm=13.894182205200195 K_norm=1.2848563194274902
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=51 x_post: shape=(32, 5, 1) dtype=float32 min=-218.06858825683594 max=270.88336181640625 mean=1.1963595151901245 std=59.36697769165039 norm=751.0918579101562 nan=0 inf=0 innov_norm=12.982184410095215 K_norm=1.2840275764465332
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=52 x_post: shape=(32, 5, 1) dtype=float32 min=-222.44569396972656 max=276.3719482421875 mean=1.219623327255249 std=60.466888427734375 norm=765.0079345703125 nan=0 inf=0 innov_norm=13.401912689208984 K_norm=1.2832472324371338
2026-03-04 13:39:40 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=6342acad14a9 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=53 x_post: shape=(32, 5, 1) dtype=float32 min=-226.6493377685547 max=281.5521545410156 mean=1.249295949935913 std=61.565467834472656 norm=778.90869140625 nan=0 inf=0 innov_norm=12.88497543334961 K_norm=1.2825120687484741
