2026-03-04 13:39:47 | INFO | bench.__main__ | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] Starting run device=cuda precision=fp32 deterministic=True resolved_from_cache=False
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=13 x_t: shape=(32, 5, 1) dtype=float32 min=-63.38024139404297 max=40.336936950683594 mean=-2.176941156387329 std=12.79373836517334 norm=164.1554412841797 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=14 x_t: shape=(32, 5, 1) dtype=float32 min=-67.99207305908203 max=43.67310333251953 mean=-2.3057358264923096 std=13.436220169067383 norm=172.4405517578125 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=15 x_t: shape=(32, 5, 1) dtype=float32 min=-71.29229736328125 max=46.40707015991211 mean=-2.427794933319092 std=14.103800773620605 norm=181.0243682861328 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=16 x_t: shape=(32, 5, 1) dtype=float32 min=-73.35494232177734 max=50.0009880065918 mean=-2.65462064743042 std=14.810233116149902 norm=190.32183837890625 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=17 x_t: shape=(32, 5, 1) dtype=float32 min=-77.1684799194336 max=53.45207977294922 mean=-2.847959518432617 std=15.710099220275879 norm=201.95765686035156 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=18 x_t: shape=(32, 5, 1) dtype=float32 min=-83.04308319091797 max=57.87053298950195 mean=-3.0556225776672363 std=16.864727020263672 norm=216.79698181152344 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=19 x_t: shape=(32, 5, 1) dtype=float32 min=-88.14749145507812 max=63.03120422363281 mean=-3.2226569652557373 std=18.0918025970459 norm=232.4474639892578 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=20 x_t: shape=(32, 5, 1) dtype=float32 min=-93.62429809570312 max=67.37183380126953 mean=-3.4912896156311035 std=19.293529510498047 norm=248.0094757080078 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=21 x_t: shape=(32, 5, 1) dtype=float32 min=-98.5123291015625 max=70.75359344482422 mean=-3.72346830368042 std=20.503948211669922 norm=263.5985107421875 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=22 x_t: shape=(32, 5, 1) dtype=float32 min=-104.00125122070312 max=73.2303695678711 mean=-3.943459987640381 std=21.729143142700195 norm=279.3439636230469 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=23 x_t: shape=(32, 5, 1) dtype=float32 min=-109.93608093261719 max=74.82666778564453 mean=-4.1779375076293945 std=22.94450569152832 norm=294.9997863769531 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=24 x_t: shape=(32, 5, 1) dtype=float32 min=-116.01126861572266 max=77.41007232666016 mean=-4.365225791931152 std=24.204111099243164 norm=311.0997619628906 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=25 x_t: shape=(32, 5, 1) dtype=float32 min=-121.51760864257812 max=80.30989074707031 mean=-4.461764335632324 std=25.379024505615234 norm=325.9453125 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=26 x_t: shape=(32, 5, 1) dtype=float32 min=-125.97418212890625 max=82.60253143310547 mean=-4.512457370758057 std=26.382366180419922 norm=338.55963134765625 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=27 x_t: shape=(32, 5, 1) dtype=float32 min=-129.11416625976562 max=85.75033569335938 mean=-4.571579456329346 std=27.241086959838867 norm=349.3940124511719 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=28 x_t: shape=(32, 5, 1) dtype=float32 min=-132.03074645996094 max=89.72952270507812 mean=-4.688299179077148 std=28.006380081176758 norm=359.1851806640625 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=29 x_t: shape=(32, 5, 1) dtype=float32 min=-134.19447326660156 max=93.65735626220703 mean=-4.804476737976074 std=28.67830467224121 norm=367.8104248046875 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=30 x_t: shape=(32, 5, 1) dtype=float32 min=-137.305419921875 max=97.36617279052734 mean=-4.9538350105285645 std=29.3633975982666 norm=376.6695251464844 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=31 x_t: shape=(32, 5, 1) dtype=float32 min=-140.01095581054688 max=100.91275787353516 mean=-5.183526992797852 std=30.074220657348633 norm=386.02130126953125 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=32 x_t: shape=(32, 5, 1) dtype=float32 min=-142.24871826171875 max=104.36176300048828 mean=-5.460945129394531 std=30.92491340637207 norm=397.22479248046875 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=33 x_t: shape=(32, 5, 1) dtype=float32 min=-144.8897705078125 max=107.00141143798828 mean=-5.838977813720703 std=32.09800338745117 norm=412.6742858886719 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=34 x_t: shape=(32, 5, 1) dtype=float32 min=-148.6683349609375 max=110.14328002929688 mean=-6.195284843444824 std=33.51743698120117 norm=431.1473693847656 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=35 x_t: shape=(32, 5, 1) dtype=float32 min=-152.5345916748047 max=113.03414916992188 mean=-6.550885200500488 std=35.124839782714844 norm=451.95904541015625 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=36 x_t: shape=(32, 5, 1) dtype=float32 min=-156.96990966796875 max=114.82328796386719 mean=-6.895779609680176 std=36.757347106933594 norm=473.0588684082031 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=37 x_t: shape=(32, 5, 1) dtype=float32 min=-162.2623748779297 max=115.38111114501953 mean=-7.187844753265381 std=38.430206298828125 norm=494.5375671386719 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=38 x_t: shape=(32, 5, 1) dtype=float32 min=-168.1012725830078 max=118.35411834716797 mean=-7.3376288414001465 std=40.07337188720703 norm=515.3198852539062 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=39 x_t: shape=(32, 5, 1) dtype=float32 min=-172.95143127441406 max=122.38004302978516 mean=-7.447947025299072 std=41.708194732666016 norm=535.9171752929688 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=40 x_t: shape=(32, 5, 1) dtype=float32 min=-179.9093475341797 max=126.73482513427734 mean=-7.482761383056641 std=43.562015533447266 norm=559.0908203125 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=41 x_t: shape=(32, 5, 1) dtype=float32 min=-184.7342987060547 max=131.9474639892578 mean=-7.481420993804932 std=45.240020751953125 norm=580.01806640625 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=42 x_t: shape=(32, 5, 1) dtype=float32 min=-186.20355224609375 max=136.52281188964844 mean=-7.496752738952637 std=46.943206787109375 norm=601.3140258789062 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=43 x_t: shape=(32, 5, 1) dtype=float32 min=-188.48634338378906 max=142.04248046875 mean=-7.638861656188965 std=48.57337188720703 norm=621.9613647460938 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=44 x_t: shape=(32, 5, 1) dtype=float32 min=-190.739501953125 max=146.11761474609375 mean=-7.914422035217285 std=50.23504638671875 norm=643.2664184570312 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=45 x_t: shape=(32, 5, 1) dtype=float32 min=-191.40672302246094 max=151.72689819335938 mean=-8.37092399597168 std=51.933902740478516 norm=665.396484375 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=46 x_t: shape=(32, 5, 1) dtype=float32 min=-191.5496063232422 max=155.30929565429688 mean=-8.822000503540039 std=53.78959655761719 norm=689.4807739257812 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=47 x_t: shape=(32, 5, 1) dtype=float32 min=-193.9195556640625 max=157.6250457763672 mean=-9.303126335144043 std=55.957916259765625 norm=717.533203125 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=48 x_t: shape=(32, 5, 1) dtype=float32 min=-198.98031616210938 max=157.70106506347656 mean=-9.673666954040527 std=58.419979095458984 norm=749.0232543945312 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=49 x_t: shape=(32, 5, 1) dtype=float32 min=-206.1525421142578 max=157.0164794921875 mean=-10.023250579833984 std=61.31734085083008 norm=785.9039916992188 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=50 x_t: shape=(32, 5, 1) dtype=float32 min=-213.69911193847656 max=155.2236785888672 mean=-10.460373878479004 std=64.77130126953125 norm=829.9146728515625 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=51 x_t: shape=(32, 5, 1) dtype=float32 min=-223.34774780273438 max=158.72308349609375 mean=-10.865545272827148 std=68.47311401367188 norm=876.9608154296875 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=52 x_t: shape=(32, 5, 1) dtype=float32 min=-232.3343505859375 max=173.2578887939453 mean=-11.331280708312988 std=72.44840240478516 norm=927.5489501953125 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=53 x_t: shape=(32, 5, 1) dtype=float32 min=-242.04608154296875 max=188.95718383789062 mean=-11.595663070678711 std=76.63648223876953 norm=980.4169921875 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=54 x_t: shape=(32, 5, 1) dtype=float32 min=-248.3263397216797 max=203.5898895263672 mean=-11.896836280822754 std=80.97697448730469 norm=1035.281982421875 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=55 x_t: shape=(32, 5, 1) dtype=float32 min=-253.14599609375 max=219.36398315429688 mean=-12.165812492370605 std=85.53999328613281 norm=1092.8931884765625 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=56 x_t: shape=(32, 5, 1) dtype=float32 min=-257.9947509765625 max=238.98365783691406 mean=-12.318674087524414 std=90.27680969238281 norm=1152.50341796875 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=57 x_t: shape=(32, 5, 1) dtype=float32 min=-260.5375061035156 max=259.6918029785156 mean=-12.732278823852539 std=95.44332885742188 norm=1217.9681396484375 nan=0 inf=0
2026-03-04 13:39:48 | DEBUG | bench.models.kalmannet_tsp | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=kalmannet_tsp track_id=frozen init_id=untrained seed=0] forward t=58 x_t: shape=(32, 5, 1) dtype=float32 min=-275.5044250488281 max=281.96099853515625 mean=-13.015467643737793 std=100.75930786132812 norm=1285.1048583984375 nan=0 inf=0
