2026-03-04 13:39:37 | INFO | bench.__main__ | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] Starting run device=cuda precision=fp32 deterministic=True resolved_from_cache=False
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=5 x_post: shape=(32, 5, 1) dtype=float32 min=-22.037090301513672 max=14.836359024047852 mean=-0.7978774905204773 std=4.324353218078613 norm=55.622501373291016 nan=0 inf=0 innov_norm=44.4118766784668 K_norm=1.5143969058990479
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=6 x_post: shape=(32, 5, 1) dtype=float32 min=-26.373388290405273 max=18.356586456298828 mean=-0.9276431798934937 std=5.26632022857666 norm=67.63980865478516 nan=0 inf=0 innov_norm=45.82086944580078 K_norm=1.3988497257232666
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=7 x_post: shape=(32, 5, 1) dtype=float32 min=-30.174028396606445 max=21.387365341186523 mean=-1.074070930480957 std=6.188925743103027 norm=79.4545669555664 nan=0 inf=0 innov_norm=41.21173858642578 K_norm=1.301944375038147
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=8 x_post: shape=(32, 5, 1) dtype=float32 min=-33.57586669921875 max=23.138078689575195 mean=-1.2189997434616089 std=6.99932861328125 norm=89.86795806884766 nan=0 inf=0 innov_norm=43.99613571166992 K_norm=1.2206130027770996
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=9 x_post: shape=(32, 5, 1) dtype=float32 min=-38.93381881713867 max=26.86085319519043 mean=-1.3694170713424683 std=8.000226974487305 norm=102.66757202148438 nan=0 inf=0 innov_norm=44.15854263305664 K_norm=1.1523141860961914
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=10 x_post: shape=(32, 5, 1) dtype=float32 min=-44.01825714111328 max=30.17780303955078 mean=-1.5569541454315186 std=9.006705284118652 norm=115.61650085449219 nan=0 inf=0 innov_norm=42.82659912109375 K_norm=1.0950047969818115
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=11 x_post: shape=(32, 5, 1) dtype=float32 min=-48.26295852661133 max=33.63970184326172 mean=-1.6944013833999634 std=9.924407005310059 norm=127.35139465332031 nan=0 inf=0 innov_norm=42.16282653808594 K_norm=1.0470402240753174
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=12 x_post: shape=(32, 5, 1) dtype=float32 min=-52.45881652832031 max=36.85917663574219 mean=-1.8392292261123657 std=10.889900207519531 norm=139.69834899902344 nan=0 inf=0 innov_norm=46.555747985839844 K_norm=1.0070736408233643
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=13 x_post: shape=(32, 5, 1) dtype=float32 min=-57.49226760864258 max=41.15610122680664 mean=-2.0205130577087402 std=11.85947036743164 norm=152.17332458496094 nan=0 inf=0 innov_norm=45.3573112487793 K_norm=0.9739764332771301
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=14 x_post: shape=(32, 5, 1) dtype=float32 min=-62.12937545776367 max=44.401363372802734 mean=-2.1820130348205566 std=12.847528457641602 norm=164.83697509765625 nan=0 inf=0 innov_norm=40.45208740234375 K_norm=0.9467786550521851
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=15 x_post: shape=(32, 5, 1) dtype=float32 min=-66.42262268066406 max=47.93730163574219 mean=-2.3335697650909424 std=13.823538780212402 norm=177.3294219970703 nan=0 inf=0 innov_norm=40.1879768371582 K_norm=0.9246264100074768
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=16 x_post: shape=(32, 5, 1) dtype=float32 min=-71.00703430175781 max=50.07982635498047 mean=-2.5351810455322266 std=14.792928695678711 norm=189.84536743164062 nan=0 inf=0 innov_norm=44.06574249267578 K_norm=0.9067564606666565
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=17 x_post: shape=(32, 5, 1) dtype=float32 min=-75.30821990966797 max=53.6317138671875 mean=-2.6719841957092285 std=15.817731857299805 norm=202.91481018066406 nan=0 inf=0 innov_norm=39.75520324707031 K_norm=0.8924797773361206
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=18 x_post: shape=(32, 5, 1) dtype=float32 min=-80.36172485351562 max=56.972721099853516 mean=-2.8323943614959717 std=16.80246353149414 norm=215.53475952148438 nan=0 inf=0 innov_norm=43.13353729248047 K_norm=0.8811758160591125
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=19 x_post: shape=(32, 5, 1) dtype=float32 min=-85.61613464355469 max=60.35819625854492 mean=-2.999096632003784 std=17.768192291259766 norm=227.93096923828125 nan=0 inf=0 innov_norm=40.53520202636719 K_norm=0.8722888827323914
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=20 x_post: shape=(32, 5, 1) dtype=float32 min=-90.3797607421875 max=63.03264236450195 mean=-3.181704044342041 std=18.70707130432129 norm=240.02593994140625 nan=0 inf=0 innov_norm=39.47455596923828 K_norm=0.8653291463851929
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=21 x_post: shape=(32, 5, 1) dtype=float32 min=-94.89826202392578 max=66.53146362304688 mean=-3.3172428607940674 std=19.65210723876953 norm=252.09820556640625 nan=0 inf=0 innov_norm=41.468868255615234 K_norm=0.8598749041557312
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=22 x_post: shape=(32, 5, 1) dtype=float32 min=-99.25363159179688 max=69.6852035522461 mean=-3.4557838439941406 std=20.620197296142578 norm=264.4647521972656 nan=0 inf=0 innov_norm=41.53010940551758 K_norm=0.8555699586868286
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=23 x_post: shape=(32, 5, 1) dtype=float32 min=-104.33382415771484 max=72.77010345458984 mean=-3.621262311935425 std=21.564462661743164 norm=276.5905456542969 nan=0 inf=0 innov_norm=46.529518127441406 K_norm=0.8521223068237305
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=24 x_post: shape=(32, 5, 1) dtype=float32 min=-109.13232421875 max=75.99049377441406 mean=-3.800537586212158 std=22.502201080322266 norm=288.66400146484375 nan=0 inf=0 innov_norm=44.511863708496094 K_norm=0.849299430847168
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=25 x_post: shape=(32, 5, 1) dtype=float32 min=-113.94511413574219 max=79.02750396728516 mean=-3.9327995777130127 std=23.456520080566406 norm=300.84552001953125 nan=0 inf=0 innov_norm=40.790565490722656 K_norm=0.8469220995903015
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=26 x_post: shape=(32, 5, 1) dtype=float32 min=-118.47358703613281 max=82.03748321533203 mean=-4.085717678070068 std=24.404338836669922 norm=312.9894104003906 nan=0 inf=0 innov_norm=42.78873062133789 K_norm=0.8448571562767029
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=27 x_post: shape=(32, 5, 1) dtype=float32 min=-123.02828216552734 max=85.40727233886719 mean=-4.2533650398254395 std=25.33184814453125 norm=324.9107360839844 nan=0 inf=0 innov_norm=38.583499908447266 K_norm=0.8430086970329285
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=28 x_post: shape=(32, 5, 1) dtype=float32 min=-128.07452392578125 max=88.52033996582031 mean=-4.428116798400879 std=26.25544548034668 norm=336.79827880859375 nan=0 inf=0 innov_norm=36.6707649230957 K_norm=0.8413111567497253
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=29 x_post: shape=(32, 5, 1) dtype=float32 min=-132.28990173339844 max=90.98179626464844 mean=-4.598616123199463 std=27.169095993041992 norm=348.55291748046875 nan=0 inf=0 innov_norm=40.90313720703125 K_norm=0.8397218585014343
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=30 x_post: shape=(32, 5, 1) dtype=float32 min=-135.64138793945312 max=93.44403076171875 mean=-4.753912448883057 std=28.03502655029297 norm=359.6803894042969 nan=0 inf=0 innov_norm=44.25337600708008 K_norm=0.8382148146629333
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=31 x_post: shape=(32, 5, 1) dtype=float32 min=-139.46450805664062 max=96.76738739013672 mean=-4.899235248565674 std=28.952896118164062 norm=371.4345703125 nan=0 inf=0 innov_norm=37.90189743041992 K_norm=0.8367750644683838
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=32 x_post: shape=(32, 5, 1) dtype=float32 min=-143.00421142578125 max=100.84683227539062 mean=-5.037877559661865 std=29.883377075195312 norm=383.33203125 nan=0 inf=0 innov_norm=40.059085845947266 K_norm=0.8353956341743469
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=33 x_post: shape=(32, 5, 1) dtype=float32 min=-147.17172241210938 max=104.17189025878906 mean=-5.1529927253723145 std=30.80803680419922 norm=395.1077880859375 nan=0 inf=0 innov_norm=44.861148834228516 K_norm=0.8340737223625183
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=34 x_post: shape=(32, 5, 1) dtype=float32 min=-151.40133666992188 max=107.09376525878906 mean=-5.316159248352051 std=31.72464370727539 norm=406.8836669921875 nan=0 inf=0 innov_norm=41.526222229003906 K_norm=0.8328089118003845
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=35 x_post: shape=(32, 5, 1) dtype=float32 min=-155.2032928466797 max=110.11030578613281 mean=-5.490286827087402 std=32.59091567993164 norm=418.0547180175781 nan=0 inf=0 innov_norm=44.844078063964844 K_norm=0.8316014409065247
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=36 x_post: shape=(32, 5, 1) dtype=float32 min=-158.6163787841797 max=112.39461517333984 mean=-5.685818195343018 std=33.48115539550781 norm=429.57025146484375 nan=0 inf=0 innov_norm=42.09383010864258 K_norm=0.8304518461227417
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=37 x_post: shape=(32, 5, 1) dtype=float32 min=-162.13388061523438 max=116.3667984008789 mean=-5.810597896575928 std=34.404136657714844 norm=441.34478759765625 nan=0 inf=0 innov_norm=42.7432861328125 K_norm=0.8293597102165222
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=38 x_post: shape=(32, 5, 1) dtype=float32 min=-165.3970947265625 max=119.13257598876953 mean=-5.937779426574707 std=35.1895866394043 norm=451.4091796875 nan=0 inf=0 innov_norm=45.69334411621094 K_norm=0.8283247351646423
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=39 x_post: shape=(32, 5, 1) dtype=float32 min=-170.16807556152344 max=122.08226013183594 mean=-6.110012054443359 std=36.15570068359375 norm=463.8218688964844 nan=0 inf=0 innov_norm=40.01008987426758 K_norm=0.827344536781311
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=40 x_post: shape=(32, 5, 1) dtype=float32 min=-174.3169403076172 max=125.65601348876953 mean=-6.256591796875 std=37.03531265258789 norm=475.1015625 nan=0 inf=0 innov_norm=37.48063659667969 K_norm=0.8264174461364746
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=41 x_post: shape=(32, 5, 1) dtype=float32 min=-179.6088409423828 max=128.87918090820312 mean=-6.406996726989746 std=37.933387756347656 norm=486.61962890625 nan=0 inf=0 innov_norm=40.80448913574219 K_norm=0.8255404233932495
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=42 x_post: shape=(32, 5, 1) dtype=float32 min=-184.2314453125 max=133.03543090820312 mean=-6.533003807067871 std=38.804283142089844 norm=497.7473449707031 nan=0 inf=0 innov_norm=43.067726135253906 K_norm=0.8247105479240417
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=43 x_post: shape=(32, 5, 1) dtype=float32 min=-188.4446258544922 max=135.34291076660156 mean=-6.687727928161621 std=39.71461486816406 norm=509.4273376464844 nan=0 inf=0 innov_norm=42.89607238769531 K_norm=0.8239246010780334
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=44 x_post: shape=(32, 5, 1) dtype=float32 min=-192.60691833496094 max=139.70062255859375 mean=-6.837989807128906 std=40.601009368896484 norm=520.7993774414062 nan=0 inf=0 innov_norm=43.04985046386719 K_norm=0.8231795430183411
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=45 x_post: shape=(32, 5, 1) dtype=float32 min=-196.43211364746094 max=142.78729248046875 mean=-6.987657070159912 std=41.481868743896484 norm=532.1011352539062 nan=0 inf=0 innov_norm=37.670108795166016 K_norm=0.8224726319313049
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=46 x_post: shape=(32, 5, 1) dtype=float32 min=-199.93991088867188 max=145.5557403564453 mean=-7.115123748779297 std=42.32758331298828 norm=542.9179077148438 nan=0 inf=0 innov_norm=40.464019775390625 K_norm=0.8218003511428833
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=47 x_post: shape=(32, 5, 1) dtype=float32 min=-204.94195556640625 max=148.10780334472656 mean=-7.281332492828369 std=43.27992248535156 norm=555.14599609375 nan=0 inf=0 innov_norm=46.09268569946289 K_norm=0.8211603164672852
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=48 x_post: shape=(32, 5, 1) dtype=float32 min=-209.19432067871094 max=150.93077087402344 mean=-7.447461128234863 std=44.22382354736328 norm=567.2687377929688 nan=0 inf=0 innov_norm=41.913185119628906 K_norm=0.8205501437187195
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=49 x_post: shape=(32, 5, 1) dtype=float32 min=-212.5579833984375 max=153.13412475585938 mean=-7.60910177230835 std=45.150672912597656 norm=579.1692504882812 nan=0 inf=0 innov_norm=40.95302200317383 K_norm=0.8199675679206848
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=50 x_post: shape=(32, 5, 1) dtype=float32 min=-216.4744415283203 max=156.07217407226562 mean=-7.793537139892578 std=46.11784744262695 norm=591.620849609375 nan=0 inf=0 innov_norm=38.59012985229492 K_norm=0.8194107413291931
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=51 x_post: shape=(32, 5, 1) dtype=float32 min=-220.7882080078125 max=159.54641723632812 mean=-7.9444580078125 std=47.049232482910156 norm=603.5554809570312 nan=0 inf=0 innov_norm=37.517093658447266 K_norm=0.8188776969909668
2026-03-04 13:39:38 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=ebdd3128c726 model_id=mb_kf_nominal track_id=frozen init_id=untrained seed=0] kf t=52 x_post: shape=(32, 5, 1) dtype=float32 min=-225.26681518554688 max=161.77610778808594 mean=-8.146190643310547 std=47.98924255371094 norm=615.7047729492188 nan=0 inf=0 innov_norm=43.93394088745117 K_norm=0.8183668851852417
