2026-03-04 13:39:33 | INFO | bench.__main__ | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] Starting run device=cuda precision=fp32 deterministic=True resolved_from_cache=False
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=0 x_post: shape=(32, 5, 1) dtype=float32 min=-2.95947003364563 max=2.8398385047912598 mean=-0.10073141753673553 std=0.968122661113739 norm=12.31199836730957 nan=0 inf=0 innov_norm=16.406383514404297 K_norm=16.13719367980957
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=1 x_post: shape=(32, 5, 1) dtype=float32 min=-4.978758335113525 max=3.2228362560272217 mean=-0.15303935110569 std=1.2817621231079102 norm=16.32830810546875 nan=0 inf=0 innov_norm=1.9298019409179688 K_norm=7.817058563232422
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=2 x_post: shape=(32, 5, 1) dtype=float32 min=-8.811187744140625 max=6.602088451385498 mean=-0.21226350963115692 std=1.9771952629089355 norm=25.153472900390625 nan=0 inf=0 innov_norm=1.777208924293518 K_norm=5.647396564483643
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=3 x_post: shape=(32, 5, 1) dtype=float32 min=-13.239789009094238 max=10.005172729492188 mean=-0.28314587473869324 std=2.7829856872558594 norm=35.38401794433594 nan=0 inf=0 innov_norm=1.6380674839019775 K_norm=4.6947455406188965
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=4 x_post: shape=(32, 5, 1) dtype=float32 min=-17.699249267578125 max=13.397924423217773 mean=-0.3407309055328369 std=3.6282546520233154 norm=46.096126556396484 nan=0 inf=0 innov_norm=1.602541446685791 K_norm=4.209838390350342
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=5 x_post: shape=(32, 5, 1) dtype=float32 min=-22.156599044799805 max=16.744388580322266 mean=-0.3939616084098816 std=4.481226921081543 norm=56.90216064453125 nan=0 inf=0 innov_norm=1.6615521907806396 K_norm=3.946106433868408
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=6 x_post: shape=(32, 5, 1) dtype=float32 min=-26.617307662963867 max=20.117136001586914 mean=-0.45314913988113403 std=5.346311092376709 norm=67.86856079101562 nan=0 inf=0 innov_norm=1.6428658962249756 K_norm=3.7940423488616943
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=7 x_post: shape=(32, 5, 1) dtype=float32 min=-30.998167037963867 max=23.51012420654297 mean=-0.5087733268737793 std=6.209903717041016 norm=78.81294250488281 nan=0 inf=0 innov_norm=1.5075278282165527 K_norm=3.7016825675964355
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=8 x_post: shape=(32, 5, 1) dtype=float32 min=-35.40298843383789 max=26.719331741333008 mean=-0.5678524374961853 std=7.0739030838012695 norm=89.76641845703125 nan=0 inf=0 innov_norm=1.72542405128479 K_norm=3.6432182788848877
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=9 x_post: shape=(32, 5, 1) dtype=float32 min=-39.760108947753906 max=29.947860717773438 mean=-0.6240540742874146 std=7.938161849975586 norm=100.72048950195312 nan=0 inf=0 innov_norm=1.6729792356491089 K_norm=3.604975700378418
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=10 x_post: shape=(32, 5, 1) dtype=float32 min=-44.14448928833008 max=33.19508743286133 mean=-0.6789286732673645 std=8.809783935546875 norm=111.76634979248047 nan=0 inf=0 innov_norm=1.832550048828125 K_norm=3.5792932510375977
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=11 x_post: shape=(32, 5, 1) dtype=float32 min=-48.59566879272461 max=36.39364242553711 mean=-0.7377268075942993 std=9.697134017944336 norm=123.01457977294922 nan=0 inf=0 innov_norm=1.8102927207946777 K_norm=3.5616846084594727
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=12 x_post: shape=(32, 5, 1) dtype=float32 min=-53.02649688720703 max=39.520572662353516 mean=-0.8045164346694946 std=10.584866523742676 norm=134.27532958984375 nan=0 inf=0 innov_norm=1.6698977947235107 K_norm=3.549419403076172
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=13 x_post: shape=(32, 5, 1) dtype=float32 min=-57.47048568725586 max=42.62871551513672 mean=-0.8631146550178528 std=11.46625804901123 norm=145.4482879638672 nan=0 inf=0 innov_norm=1.7302701473236084 K_norm=3.5407731533050537
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=14 x_post: shape=(32, 5, 1) dtype=float32 min=-62.051300048828125 max=45.741668701171875 mean=-0.92364501953125 std=12.359798431396484 norm=156.77639770507812 nan=0 inf=0 innov_norm=1.5860050916671753 K_norm=3.53462290763855
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=15 x_post: shape=(32, 5, 1) dtype=float32 min=-66.50483703613281 max=49.019744873046875 mean=-0.9821928143501282 std=13.256709098815918 norm=168.14520263671875 nan=0 inf=0 innov_norm=1.5885577201843262 K_norm=3.5302176475524902
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=16 x_post: shape=(32, 5, 1) dtype=float32 min=-71.05928039550781 max=52.28205871582031 mean=-1.0392005443572998 std=14.167827606201172 norm=179.69186401367188 nan=0 inf=0 innov_norm=1.8070952892303467 K_norm=3.527045965194702
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=17 x_post: shape=(32, 5, 1) dtype=float32 min=-75.55126190185547 max=55.42765808105469 mean=-1.0949512720108032 std=15.07396125793457 norm=191.17457580566406 nan=0 inf=0 innov_norm=1.6055243015289307 K_norm=3.5247535705566406
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=18 x_post: shape=(32, 5, 1) dtype=float32 min=-79.93519592285156 max=58.63924026489258 mean=-1.1575301885604858 std=15.979294776916504 norm=202.65350341796875 nan=0 inf=0 innov_norm=1.7912075519561768 K_norm=3.5230915546417236
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=19 x_post: shape=(32, 5, 1) dtype=float32 min=-84.50289916992188 max=61.93911361694336 mean=-1.2215306758880615 std=16.892166137695312 norm=214.2288055419922 nan=0 inf=0 innov_norm=1.5687754154205322 K_norm=3.521883964538574
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=20 x_post: shape=(32, 5, 1) dtype=float32 min=-89.11742401123047 max=65.13509368896484 mean=-1.2864007949829102 std=17.806028366088867 norm=225.81744384765625 nan=0 inf=0 innov_norm=1.6610348224639893 K_norm=3.521005630493164
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=21 x_post: shape=(32, 5, 1) dtype=float32 min=-93.73408508300781 max=68.35037994384766 mean=-1.3471956253051758 std=18.711517333984375 norm=237.29672241210938 nan=0 inf=0 innov_norm=1.5305734872817993 K_norm=3.5203652381896973
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=22 x_post: shape=(32, 5, 1) dtype=float32 min=-98.2390365600586 max=71.47266387939453 mean=-1.4077088832855225 std=19.61383628845215 norm=248.7357635498047 nan=0 inf=0 innov_norm=1.708413004875183 K_norm=3.5198984146118164
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=23 x_post: shape=(32, 5, 1) dtype=float32 min=-102.84268951416016 max=74.56419372558594 mean=-1.480711817741394 std=20.517807006835938 norm=260.20697021484375 nan=0 inf=0 innov_norm=1.8651620149612427 K_norm=3.5195577144622803
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=24 x_post: shape=(32, 5, 1) dtype=float32 min=-107.46092224121094 max=77.5678939819336 mean=-1.5458701848983765 std=21.418188095092773 norm=271.6257629394531 nan=0 inf=0 innov_norm=1.7426786422729492 K_norm=3.5193092823028564
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=25 x_post: shape=(32, 5, 1) dtype=float32 min=-112.01644897460938 max=80.51007843017578 mean=-1.6138160228729248 std=22.316242218017578 norm=283.01776123046875 nan=0 inf=0 innov_norm=1.5869355201721191 K_norm=3.51912784576416
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=26 x_post: shape=(32, 5, 1) dtype=float32 min=-116.64059448242188 max=83.44403839111328 mean=-1.6827576160430908 std=23.212751388549805 norm=294.39117431640625 nan=0 inf=0 innov_norm=1.6340456008911133 K_norm=3.5189950466156006
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=27 x_post: shape=(32, 5, 1) dtype=float32 min=-121.24249267578125 max=86.47736358642578 mean=-1.7522914409637451 std=24.112329483032227 norm=305.8038330078125 nan=0 inf=0 innov_norm=1.4965003728866577 K_norm=3.5188982486724854
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=28 x_post: shape=(32, 5, 1) dtype=float32 min=-125.9583740234375 max=89.45582580566406 mean=-1.821144700050354 std=25.016740798950195 norm=317.27685546875 nan=0 inf=0 innov_norm=1.765968918800354 K_norm=3.518827438354492
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=29 x_post: shape=(32, 5, 1) dtype=float32 min=-130.67166137695312 max=92.47808837890625 mean=-1.8910455703735352 std=25.925411224365234 norm=328.80462646484375 nan=0 inf=0 innov_norm=1.572288990020752 K_norm=3.518775701522827
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=30 x_post: shape=(32, 5, 1) dtype=float32 min=-135.25234985351562 max=95.53213500976562 mean=-1.9601898193359375 std=26.82591438293457 norm=340.2286376953125 nan=0 inf=0 innov_norm=1.5322223901748657 K_norm=3.51873779296875
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=31 x_post: shape=(32, 5, 1) dtype=float32 min=-139.9124298095703 max=98.75396728515625 mean=-2.018712043762207 std=27.73042106628418 norm=351.693359375 nan=0 inf=0 innov_norm=1.6141576766967773 K_norm=3.518710136413574
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=32 x_post: shape=(32, 5, 1) dtype=float32 min=-144.54925537109375 max=101.96231842041016 mean=-2.0762481689453125 std=28.627676010131836 norm=363.06573486328125 nan=0 inf=0 innov_norm=1.788482666015625 K_norm=3.5186901092529297
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=33 x_post: shape=(32, 5, 1) dtype=float32 min=-149.12451171875 max=105.2162094116211 mean=-2.1352150440216064 std=29.51530647277832 norm=374.3179931640625 nan=0 inf=0 innov_norm=1.5569581985473633 K_norm=3.5186753273010254
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=34 x_post: shape=(32, 5, 1) dtype=float32 min=-153.7273712158203 max=108.46734619140625 mean=-2.1932754516601562 std=30.40668487548828 norm=385.6167907714844 nan=0 inf=0 innov_norm=1.8061950206756592 K_norm=3.5186643600463867
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=35 x_post: shape=(32, 5, 1) dtype=float32 min=-158.30262756347656 max=111.68492889404297 mean=-2.2491443157196045 std=31.2998046875 norm=396.935546875 nan=0 inf=0 innov_norm=1.610900640487671 K_norm=3.5186567306518555
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=36 x_post: shape=(32, 5, 1) dtype=float32 min=-162.86566162109375 max=114.97058868408203 mean=-2.305022716522217 std=32.19913101196289 norm=408.3326416015625 nan=0 inf=0 innov_norm=1.531468391418457 K_norm=3.518650770187378
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=37 x_post: shape=(32, 5, 1) dtype=float32 min=-167.3981170654297 max=118.17035675048828 mean=-2.3588199615478516 std=33.09831237792969 norm=419.72607421875 nan=0 inf=0 innov_norm=1.6968053579330444 K_norm=3.518646478652954
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=38 x_post: shape=(32, 5, 1) dtype=float32 min=-171.988525390625 max=121.27700805664062 mean=-2.4185099601745605 std=33.997562408447266 norm=431.12567138671875 nan=0 inf=0 innov_norm=1.6304666996002197 K_norm=3.518643379211426
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=39 x_post: shape=(32, 5, 1) dtype=float32 min=-176.46627807617188 max=124.39299011230469 mean=-2.4764511585235596 std=34.8929557800293 norm=442.4750671386719 nan=0 inf=0 innov_norm=1.9201984405517578 K_norm=3.518641233444214
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=40 x_post: shape=(32, 5, 1) dtype=float32 min=-180.9642333984375 max=127.49771881103516 mean=-2.53216290473938 std=35.79017639160156 norm=453.8455505371094 nan=0 inf=0 innov_norm=1.5429072380065918 K_norm=3.51863956451416
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=41 x_post: shape=(32, 5, 1) dtype=float32 min=-185.53993225097656 max=130.64393615722656 mean=-2.5907070636749268 std=36.69343566894531 norm=465.29473876953125 nan=0 inf=0 innov_norm=1.7099937200546265 K_norm=3.5186386108398438
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=42 x_post: shape=(32, 5, 1) dtype=float32 min=-190.24241638183594 max=133.7300567626953 mean=-2.6520867347717285 std=37.600460052490234 norm=476.79400634765625 nan=0 inf=0 innov_norm=1.7388767004013062 K_norm=3.5186374187469482
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=43 x_post: shape=(32, 5, 1) dtype=float32 min=-194.83798217773438 max=136.8016815185547 mean=-2.707444190979004 std=38.50862503051758 norm=488.3022766113281 nan=0 inf=0 innov_norm=1.7556873559951782 K_norm=3.518636703491211
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=44 x_post: shape=(32, 5, 1) dtype=float32 min=-199.5131072998047 max=139.81881713867188 mean=-2.773918867111206 std=39.4311408996582 norm=500.00152587890625 nan=0 inf=0 innov_norm=1.7122048139572144 K_norm=3.518636465072632
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=45 x_post: shape=(32, 5, 1) dtype=float32 min=-204.1477813720703 max=142.7644805908203 mean=-2.8390052318573 std=40.349205017089844 norm=511.643310546875 nan=0 inf=0 innov_norm=1.6648571491241455 K_norm=3.5186357498168945
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=46 x_post: shape=(32, 5, 1) dtype=float32 min=-208.77725219726562 max=145.61691284179688 mean=-2.909461259841919 std=41.273780822753906 norm=523.3721313476562 nan=0 inf=0 innov_norm=1.607211947441101 K_norm=3.5186357498168945
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=47 x_post: shape=(32, 5, 1) dtype=float32 min=-213.5592041015625 max=148.6784210205078 mean=-2.980576992034912 std=42.2063102722168 norm=535.201904296875 nan=0 inf=0 innov_norm=1.8214399814605713 K_norm=3.5186355113983154
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=48 x_post: shape=(32, 5, 1) dtype=float32 min=-218.40916442871094 max=151.65150451660156 mean=-3.0518743991851807 std=43.1380500793457 norm=547.0218505859375 nan=0 inf=0 innov_norm=1.81794273853302 K_norm=3.5186355113983154
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=49 x_post: shape=(32, 5, 1) dtype=float32 min=-223.26219177246094 max=154.4969024658203 mean=-3.1172256469726562 std=44.06510543823242 norm=558.77734375 nan=0 inf=0 innov_norm=1.6928004026412964 K_norm=3.5186355113983154
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=50 x_post: shape=(32, 5, 1) dtype=float32 min=-227.95521545410156 max=157.3199005126953 mean=-3.1891961097717285 std=44.98918914794922 norm=570.501220703125 nan=0 inf=0 innov_norm=1.696868658065796 K_norm=3.5186352729797363
2026-03-04 13:39:33 | DEBUG | bench.models.mb_kf | [task_id=A_linear_canonical_v0 scenario_id=e430cbdcf2b5 model_id=mb_kf_oracle track_id=frozen init_id=untrained seed=0] kf t=51 x_post: shape=(32, 5, 1) dtype=float32 min=-232.80014038085938 max=160.25245666503906 mean=-3.2546515464782715 std=45.91795349121094 norm=582.2784423828125 nan=0 inf=0 innov_norm=1.7048543691635132 K_norm=3.5186352729797363
