suite,task_id,scenario_id,model_id,init_id,track_id,track,n_success,n_total,fail_count,fail_rate,failure_type,x_dim,y_dim,T,q2,r2,inv_r2_db,mse_mean,mse_std,mse_sem,mse_ci95,mse_db_mean,mse_db_std,mse_db_sem,mse_db_ci95,rmse_mean,rmse_std,rmse_sem,rmse_ci95,timing_ms_per_step_mean,timing_ms_per_step_std,timing_ms_per_step_sem,timing_ms_per_step_ci95,recovery_k_mean,recovery_k_std,recovery_k_sem,recovery_k_ci95,nll_mean,nll_std,nll_sem,nll_ci95,train_time_s_mean,train_time_s_median,eval_time_s_mean,eval_time_s_median,adapt_time_s_mean,adapt_time_s_median,total_time_s_mean,total_time_s_median,train_updates_used_mean,train_updates_used_median,adapt_updates_used_mean,adapt_updates_used_median,adapt_updates_per_step_max_mean,adapt_updates_per_step_max_median,cache_enabled_rate,cache_hit_rate,train_skipped_rate,severity_r_scale_mean,t0_mean
fig5a_knet_vs_kf_real,F5a_m10n10_T100_invR2db_m5,1d9cffe07935,oracle_kf,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m10n10_T100_invR2db_m5,317f74cdf769,oracle_kf,pretrained,frozen,frozen,1,1,0,0.0,,10,10,100,3.1622776601683795,3.1622776601683795,-5.0,2.4060328006744385,0.0,0.0,0.0,3.813015436417358,0.0,0.0,0.0,1.5511391944872126,0.0,0.0,0.0,0.03635176025054534,0.0,0.0,0.0,,,,,,,,,,,0.7270352050109068,0.7270352050109068,,,0.7270352050109068,0.7270352050109068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T100_invR2db_0,a96976550fb9,oracle_kf,pretrained,frozen,frozen,1,1,0,0.0,,2,2,100,1.0,1.0,-0.0,0.6433708071708679,0.0,0.0,0.0,-1.9153864901725735,0.0,0.0,0.0,0.8021039877539994,0.0,0.0,0.0,0.03345812749976176,0.0,0.0,0.0,,,,,,,,,,,0.6691625499952352,0.6691625499952352,,,0.6691625499952352,0.6691625499952352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T100_invR2db_0,e1eddd45122a,kalmannet_tsp,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T100_invR2db_0,e1eddd45122a,oracle_kf,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T100_invR2db_20,0a0cad7fc11e,oracle_kf,pretrained,frozen,frozen,1,1,0,0.0,,2,2,100,0.01,0.01,20.0,0.006491801235824823,0.0,0.0,0.0,-21.876347857506055,0.0,0.0,0.0,0.08057171486213274,0.0,0.0,0.0,0.03160957579966635,0.0,0.0,0.0,,,,,,,,,,,0.6321915159933269,0.6321915159933269,,,0.6321915159933269,0.6321915159933269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T100_invR2db_20,5d0455635d75,kalmannet_tsp,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T100_invR2db_20,5d0455635d75,oracle_kf,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T100_invR2db_40,159ebcc6b4e6,kalmannet_tsp,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T100_invR2db_40,159ebcc6b4e6,oracle_kf,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T100_invR2db_40,611063532503,oracle_kf,pretrained,frozen,frozen,1,1,0,0.0,,2,2,100,0.0001,0.0001,40.0,6.489788938779384e-05,0.0,0.0,0.0,-41.87769427115497,0.0,0.0,0.0,0.008055922627967192,0.0,0.0,0.0,0.03220133344948408,0.0,0.0,0.0,,,,,,,,,,,0.6440266689896816,0.6440266689896816,,,0.6440266689896816,0.6440266689896816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T100_invR2db_m5,1346888c3021,kalmannet_tsp,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T100_invR2db_m5,1346888c3021,oracle_kf,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T100_invR2db_m5,782ffdd24d15,oracle_kf,pretrained,frozen,frozen,1,1,0,0.0,,2,2,100,3.1622776601683795,3.1622776601683795,-5.0,1.9675220251083374,0.0,0.0,0.0,2.939196026979255,0.0,0.0,0.0,1.4026838649918012,0.0,0.0,0.0,0.03357096844993066,0.0,0.0,0.0,,,,,,,,,,,0.6714193689986132,0.6714193689986132,,,0.6714193689986132,0.6714193689986132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T200_invR2db_0,4ed5d399c226,kalmannet_tsp,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T200_invR2db_0,4ed5d399c226,oracle_kf,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T200_invR2db_0,afa7453d17b0,oracle_kf,pretrained,frozen,frozen,1,1,0,0.0,,2,2,200,1.0,1.0,-0.0,0.6386462450027466,0.0,0.0,0.0,-1.9473963696735122,0.0,0.0,0.0,0.7991534552279347,0.0,0.0,0.0,0.03232000727512059,0.0,0.0,0.0,,,,,,,,,,,1.2928002910048235,1.2928002910048235,,,1.2928002910048235,1.2928002910048235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T200_invR2db_20,8fec19108c05,kalmannet_tsp,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T200_invR2db_20,8fec19108c05,oracle_kf,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T200_invR2db_20,cae8805fedd5,oracle_kf,pretrained,frozen,frozen,1,1,0,0.0,,2,2,200,0.01,0.01,20.0,0.006461689248681068,0.0,0.0,0.0,-21.896539316214003,0.0,0.0,0.0,0.08038463316257075,0.0,0.0,0.0,0.03289766672496626,0.0,0.0,0.0,,,,,,,,,,,1.3159066689986503,1.3159066689986503,,,1.3159066689986503,1.3159066689986503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T200_invR2db_40,175192b67704,kalmannet_tsp,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T200_invR2db_40,175192b67704,oracle_kf,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T200_invR2db_40,c8c4fa9d43ac,oracle_kf,pretrained,frozen,frozen,1,1,0,0.0,,2,2,200,0.0001,0.0001,40.0,6.465330079663545e-05,0.0,0.0,0.0,-41.894092978343096,0.0,0.0,0.0,0.008040727628556725,0.0,0.0,0.0,0.03399296222487465,0.0,0.0,0.0,,,,,,,,,,,1.3597184889949858,1.3597184889949858,,,1.3597184889949858,1.3597184889949858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T200_invR2db_m5,9183e76fe2fd,oracle_kf,pretrained,frozen,frozen,1,1,0,0.0,,2,2,200,3.1622776601683795,3.1622776601683795,-5.0,2.035559892654419,0.0,0.0,0.0,3.0868388523010903,0.0,0.0,0.0,1.4267304905462765,0.0,0.0,0.0,0.03424240784988797,0.0,0.0,0.0,,,,,,,,,,,1.3696963139955187,1.3696963139955187,,,1.3696963139955187,1.3696963139955187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T200_invR2db_m5,a86da6770435,kalmannet_tsp,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T200_invR2db_m5,a86da6770435,oracle_kf,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T50_invR2db_0,05eb1f3a3398,kalmannet_tsp,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T50_invR2db_0,05eb1f3a3398,oracle_kf,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T50_invR2db_0,625903575958,oracle_kf,pretrained,frozen,frozen,1,1,0,0.0,,2,2,50,1.0,1.0,-0.0,0.6543492674827576,0.0,0.0,0.0,-1.8419037942595509,0.0,0.0,0.0,0.8089185790193952,0.0,0.0,0.0,0.03199279280088376,0.0,0.0,0.0,,,,,,,,,,,0.3199279280088376,0.3199279280088376,,,0.3199279280088376,0.3199279280088376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T50_invR2db_20,166555dd05af,kalmannet_tsp,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T50_invR2db_20,166555dd05af,oracle_kf,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T50_invR2db_20,f692e87e9476,oracle_kf,pretrained,frozen,frozen,1,1,0,0.0,,2,2,50,0.01,0.01,20.0,0.006507988087832928,0.0,0.0,0.0,-21.86553250663446,0.0,0.0,0.0,0.08067210228965728,0.0,0.0,0.0,0.034264118899591266,0.0,0.0,0.0,,,,,,,,,,,0.34264118899591267,0.34264118899591267,,,0.34264118899591267,0.34264118899591267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T50_invR2db_40,bf0323f74f51,kalmannet_tsp,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T50_invR2db_40,bf0323f74f51,oracle_kf,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T50_invR2db_40,e2daa683b9e2,oracle_kf,pretrained,frozen,frozen,1,1,0,0.0,,2,2,50,0.0001,0.0001,40.0,6.484454934252426e-05,0.0,0.0,0.0,-41.88126523665506,0.0,0.0,0.0,0.00805261133685988,0.0,0.0,0.0,0.03304954409977654,0.0,0.0,0.0,,,,,,,,,,,0.3304954409977654,0.3304954409977654,,,0.3304954409977654,0.3304954409977654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T50_invR2db_m5,4fbfbc685397,kalmannet_tsp,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T50_invR2db_m5,4fbfbc685397,oracle_kf,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T50_invR2db_m5,e1069fe81c00,oracle_kf,pretrained,frozen,frozen,1,1,0,0.0,,2,2,50,3.1622776601683795,3.1622776601683795,-5.0,2.0226709842681885,0.0,0.0,0.0,3.05925244442747,0.0,0.0,0.0,1.4222063789296504,0.0,0.0,0.0,0.05153372709901305,0.0,0.0,0.0,,,,,,,,,,,0.5153372709901305,0.5153372709901305,,,0.5153372709901305,0.5153372709901305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
fig5a_knet_vs_kf_real,F5a_m5n5_T150_invR2db_0,e287297288aa,kalmannet_tsp,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m5n5_T150_invR2db_0,e287297288aa,oracle_kf,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m5n5_T150_invR2db_0,f3c6d77b066d,oracle_kf,pretrained,frozen,frozen,1,1,0,0.0,,5,5,150,1.0,1.0,-0.0,0.7502362132072449,0.0,0.0,0.0,-1.248019766868906,0.0,0.0,0.0,0.8661617708068423,0.0,0.0,0.0,0.036231190633164566,0.0,0.0,0.0,,,,,,,,,,,1.086935718994937,1.086935718994937,,,1.086935718994937,1.086935718994937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
fig5a_knet_vs_kf_real,F5a_m5n5_T150_invR2db_20,24ebbefff5be,oracle_kf,pretrained,frozen,frozen,1,1,0,0.0,,5,5,150,0.01,0.01,20.0,0.007574954070150852,0.0,0.0,0.0,-21.20619996111534,0.0,0.0,0.0,0.08703421206715697,0.0,0.0,0.0,0.035980412499823915,0.0,0.0,0.0,,,,,,,,,,,1.0794123749947175,1.0794123749947175,,,1.0794123749947175,1.0794123749947175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
fig5a_knet_vs_kf_real,F5a_m5n5_T150_invR2db_20,30b7d2d13cb4,kalmannet_tsp,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m5n5_T150_invR2db_20,30b7d2d13cb4,oracle_kf,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m5n5_T150_invR2db_40,a87271e662ff,oracle_kf,pretrained,frozen,frozen,1,1,0,0.0,,5,5,150,0.0001,0.0001,40.0,7.563074177596718e-05,0.0,0.0,0.0,-41.21301640082147,0.0,0.0,0.0,0.00869659368810382,0.0,0.0,0.0,0.035708994066226296,0.0,0.0,0.0,,,,,,,,,,,1.0712698219867889,1.0712698219867889,,,1.0712698219867889,1.0712698219867889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
fig5a_knet_vs_kf_real,F5a_m5n5_T150_invR2db_40,ed6b52310043,kalmannet_tsp,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m5n5_T150_invR2db_40,ed6b52310043,oracle_kf,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m5n5_T150_invR2db_m5,47da88ed8bea,oracle_kf,pretrained,frozen,frozen,1,1,0,0.0,,5,5,150,3.1622776601683795,3.1622776601683795,-5.0,2.352133274078369,0.0,0.0,0.0,3.7146192563412317,0.0,0.0,0.0,1.5336666111245851,0.0,0.0,0.0,0.03588224343354038,0.0,0.0,0.0,,,,,,,,,,,1.0764673030062113,1.0764673030062113,,,1.0764673030062113,1.0764673030062113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
fig5a_knet_vs_kf_real,F5a_m5n5_T150_invR2db_m5,731edbad1418,kalmannet_tsp,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m5n5_T150_invR2db_m5,731edbad1418,oracle_kf,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
