2026-03-04 13:18:01 | INFO | bench.__main__ | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] Starting run device=cpu precision=fp32 deterministic=True resolved_from_cache=False
2026-03-04 13:18:21 | DEBUG | bench.__main__ | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] test first batch
2026-03-04 13:18:21 | DEBUG | bench.__main__ | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] x: shape=(16, 60, 5) dtype=float32 min=-242.16015625 max=199.24346923828125 mean=0.33972838521003723 std=28.046884536743164 norm=1943.28759765625 nan=0 inf=0
2026-03-04 13:18:21 | DEBUG | bench.__main__ | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] y: shape=(16, 60, 5) dtype=float32 min=-244.13494873046875 max=207.73928833007812 mean=0.6842917799949646 std=40.221961975097656 norm=2787.0625 nan=0 inf=0
2026-03-04 13:18:21 | INFO | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] setup repo=/home/xynus/bench/third_party/Adaptive-KNet-ICASSP24 class=mnets.KNet_mnet.KalmanNetNN device=cpu x_dim=5 y_dim=5 T=60 layout=bench_BTD_to_repo_BDT_stepwise
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] Adaptive-KNet hyperparams batch_size=32 lr=5e-05 wd=0.001 knet_trainable=True use_context_mod=False
2026-03-04 13:18:21 | INFO | bench.__main__ | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] Adapter ready class=mnets.KNet_mnet.KalmanNetNN layout=bench_BTD_to_repo_BDT_stepwise version=s3_route_b_v1
2026-03-04 13:18:21 | INFO | bench.__main__ | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] Running train phase without cache
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=0 x_t: shape=(16, 5, 1) dtype=float32 min=-1.8682234287261963 max=2.2690727710723877 mean=0.12727941572666168 std=0.7077842950820923 norm=6.4321608543396 nan=0 inf=0
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=1 x_t: shape=(16, 5, 1) dtype=float32 min=-4.131486892700195 max=4.722306728363037 mean=-0.04019738361239433 std=1.4658772945404053 norm=13.116132736206055 nan=0 inf=0
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=2 x_t: shape=(16, 5, 1) dtype=float32 min=-7.521227836608887 max=9.257070541381836 mean=-0.3070549964904785 std=2.7607932090759277 norm=24.845542907714844 nan=0 inf=0
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=3 x_t: shape=(16, 5, 1) dtype=float32 min=-13.163684844970703 max=14.771296501159668 mean=-0.42026156187057495 std=4.334069728851318 norm=38.94691848754883 nan=0 inf=0
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=4 x_t: shape=(16, 5, 1) dtype=float32 min=-20.8728084564209 max=20.089839935302734 mean=-0.5310012698173523 std=5.947290897369385 norm=53.405792236328125 nan=0 inf=0
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=5 x_t: shape=(16, 5, 1) dtype=float32 min=-33.37179946899414 max=29.31114959716797 mean=-0.42780575156211853 std=8.500732421875 norm=76.12908935546875 nan=0 inf=0
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=6 x_t: shape=(16, 5, 1) dtype=float32 min=-40.96855926513672 max=40.17705535888672 mean=-0.7465029954910278 std=11.734107971191406 norm=105.16522979736328 nan=0 inf=0
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=7 x_t: shape=(16, 5, 1) dtype=float32 min=-38.03915023803711 max=43.46620178222656 mean=-1.4750562906265259 std=14.016560554504395 norm=126.06022644042969 nan=0 inf=0
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=8 x_t: shape=(16, 5, 1) dtype=float32 min=-52.802608489990234 max=49.871585845947266 mean=-2.0475552082061768 std=16.143354415893555 norm=145.54734802246094 nan=0 inf=0
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=9 x_t: shape=(16, 5, 1) dtype=float32 min=-72.29969024658203 max=49.74384689331055 mean=-2.6820812225341797 std=19.60371971130371 norm=176.9744415283203 nan=0 inf=0
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=10 x_t: shape=(16, 5, 1) dtype=float32 min=-118.49044799804688 max=63.41435241699219 mean=-4.878726005554199 std=27.133434295654297 norm=246.5806427001953 nan=0 inf=0
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=11 x_t: shape=(16, 5, 1) dtype=float32 min=-224.8965606689453 max=90.55096435546875 mean=-7.061175346374512 std=41.750736236572266 norm=378.73309326171875 nan=0 inf=0
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=12 x_t: shape=(16, 5, 1) dtype=float32 min=-331.9246520996094 max=115.80174255371094 mean=-7.8473100662231445 std=60.70168685913086 norm=547.450439453125 nan=0 inf=0
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=13 x_t: shape=(16, 5, 1) dtype=float32 min=-526.283203125 max=261.24365234375 mean=-8.551395416259766 std=94.17623138427734 norm=845.8032836914062 nan=0 inf=0
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=14 x_t: shape=(16, 5, 1) dtype=float32 min=-848.3643798828125 max=481.1022644042969 mean=-9.517385482788086 std=154.12725830078125 norm=1381.181884765625 nan=0 inf=0
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=15 x_t: shape=(16, 5, 1) dtype=float32 min=-1177.2984619140625 max=708.7731323242188 mean=-16.000873565673828 std=224.88587951660156 norm=2016.525390625 nan=0 inf=0
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=16 x_t: shape=(16, 5, 1) dtype=float32 min=-1551.781982421875 max=1000.3797607421875 mean=-16.977581024169922 std=297.5549621582031 norm=2665.740966796875 nan=0 inf=0
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=17 x_t: shape=(16, 5, 1) dtype=float32 min=-2063.511962890625 max=1610.510009765625 mean=-24.894561767578125 std=400.07366943359375 norm=3585.28857421875 nan=0 inf=0
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=18 x_t: shape=(16, 5, 1) dtype=float32 min=-2348.9853515625 max=2329.54443359375 mean=-41.77583694458008 std=502.4220886230469 norm=4509.3076171875 nan=0 inf=0
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=19 x_t: shape=(16, 5, 1) dtype=float32 min=-2747.313232421875 max=2893.90234375 mean=-47.3215446472168 std=582.9549560546875 norm=5231.25830078125 nan=0 inf=0
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=20 x_t: shape=(16, 5, 1) dtype=float32 min=-3046.28564453125 max=3799.842529296875 mean=-49.989402770996094 std=673.9627075195312 norm=6044.66455078125 nan=0 inf=0
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=21 x_t: shape=(16, 5, 1) dtype=float32 min=-2277.76611328125 max=3893.20458984375 mean=-36.83748245239258 std=702.9667358398438 norm=6296.15283203125 nan=0 inf=0
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=22 x_t: shape=(16, 5, 1) dtype=float32 min=-2920.848388671875 max=3912.0439453125 mean=-2.6600615978240967 std=822.552490234375 norm=7357.17138671875 nan=0 inf=0
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=23 x_t: shape=(16, 5, 1) dtype=float32 min=-4286.14501953125 max=5703.93603515625 mean=-17.026519775390625 std=1278.0689697265625 norm=11432.4111328125 nan=0 inf=0
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=24 x_t: shape=(16, 5, 1) dtype=float32 min=-7790.779296875 max=7441.9375 mean=-29.601415634155273 std=1846.5313720703125 norm=16518.0 nan=0 inf=0
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=25 x_t: shape=(16, 5, 1) dtype=float32 min=-10714.0859375 max=8895.5908203125 mean=40.717872619628906 std=2496.198486328125 norm=22329.646484375 nan=0 inf=0
2026-03-04 13:18:21 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=26 x_t: shape=(16, 5, 1) dtype=float32 min=-9848.0400390625 max=8762.234375 mean=-3.896313428878784 std=2766.0009765625 norm=24739.890625 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=27 x_t: shape=(16, 5, 1) dtype=float32 min=-13366.8837890625 max=9437.2119140625 mean=-113.52986145019531 std=3486.5693359375 norm=31201.3515625 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=28 x_t: shape=(16, 5, 1) dtype=float32 min=-17023.79296875 max=17968.71484375 mean=-101.9697265625 std=4471.30810546875 norm=40002.9921875 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=29 x_t: shape=(16, 5, 1) dtype=float32 min=-17192.580078125 max=21632.0625 mean=-61.536155700683594 std=5124.7314453125 norm=45840.296875 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=30 x_t: shape=(16, 5, 1) dtype=float32 min=-17776.439453125 max=22982.64453125 mean=-136.20199584960938 std=5650.64599609375 norm=50555.59375 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=31 x_t: shape=(16, 5, 1) dtype=float32 min=-20289.8125 max=20740.958984375 mean=-271.9599609375 std=6181.58203125 norm=55343.234375 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=32 x_t: shape=(16, 5, 1) dtype=float32 min=-34088.3515625 max=23363.85546875 mean=-191.95126342773438 std=8090.47705078125 norm=72383.7890625 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=33 x_t: shape=(16, 5, 1) dtype=float32 min=-64007.78515625 max=33631.375 mean=-579.0181884765625 std=12080.6162109375 norm=108176.3515625 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=34 x_t: shape=(16, 5, 1) dtype=float32 min=-86705.578125 max=45886.609375 mean=-435.64825439453125 std=15659.466796875 norm=140116.734375 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=35 x_t: shape=(16, 5, 1) dtype=float32 min=-105647.5546875 max=57545.0703125 mean=-913.5554809570312 std=20762.654296875 norm=185886.484375 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=36 x_t: shape=(16, 5, 1) dtype=float32 min=-136265.1875 max=85915.390625 mean=-753.5617065429688 std=27827.9765625 norm=248992.25 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=37 x_t: shape=(16, 5, 1) dtype=float32 min=-171827.28125 max=143754.203125 mean=596.3917846679688 std=40000.11328125 norm=357811.625 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=38 x_t: shape=(16, 5, 1) dtype=float32 min=-196133.015625 max=290745.125 mean=6230.63427734375 std=64845.41015625 norm=582666.125 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=39 x_t: shape=(16, 5, 1) dtype=float32 min=-228662.390625 max=518386.625 mean=11700.7314453125 std=88982.484375 norm=802734.75 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=40 x_t: shape=(16, 5, 1) dtype=float32 min=-258589.203125 max=591210.5625 mean=17551.66796875 std=116204.1328125 norm=1051150.375 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=41 x_t: shape=(16, 5, 1) dtype=float32 min=-286495.875 max=1001425.125 mean=34279.0078125 std=182539.140625 norm=1661218.5 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=42 x_t: shape=(16, 5, 1) dtype=float32 min=-659224.1875 max=1552925.25 mean=46710.06640625 std=273329.9375 norm=2480178.75 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=43 x_t: shape=(16, 5, 1) dtype=float32 min=-1071468.0 max=1721648.375 mean=46863.1875 std=318393.375 norm=2878478.75 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=44 x_t: shape=(16, 5, 1) dtype=float32 min=-1568837.375 max=1447406.125 mean=47680.39453125 std=357890.4375 norm=3229352.75 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=45 x_t: shape=(16, 5, 1) dtype=float32 min=-1958630.25 max=1312180.5 mean=19723.31640625 std=401729.3125 norm=3597504.0 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=46 x_t: shape=(16, 5, 1) dtype=float32 min=-3351496.75 max=1503818.0 mean=-18254.78125 std=596429.3125 norm=5337124.0 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=47 x_t: shape=(16, 5, 1) dtype=float32 min=-7527702.0 max=2139880.75 mean=-75409.109375 std=1070304.25 norm=9596823.0 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=48 x_t: shape=(16, 5, 1) dtype=float32 min=-11442458.0 max=3790832.5 mean=-116104.3984375 std=1654877.5 norm=14838059.0 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=49 x_t: shape=(16, 5, 1) dtype=float32 min=-17567208.0 max=10799648.0 mean=-165138.21875 std=2733680.75 norm=24495356.0 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=50 x_t: shape=(16, 5, 1) dtype=float32 min=-21213772.0 max=21320164.0 mean=-101187.8515625 std=3959759.75 norm=35428732.0 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=51 x_t: shape=(16, 5, 1) dtype=float32 min=-17057744.0 max=24306544.0 mean=-16040.875 std=3897640.0 norm=34861844.0 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=52 x_t: shape=(16, 5, 1) dtype=float32 min=-18180382.0 max=26628200.0 mean=162120.78125 std=4097328.25 norm=36676292.0 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=53 x_t: shape=(16, 5, 1) dtype=float32 min=-11189616.0 max=22708896.0 mean=361357.9375 std=3951486.75 norm=35490648.0 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=54 x_t: shape=(16, 5, 1) dtype=float32 min=-12605746.0 max=25663490.0 mean=601337.125 std=4815197.5 norm=43402980.0 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=55 x_t: shape=(16, 5, 1) dtype=float32 min=-13310634.0 max=37583952.0 mean=812817.625 std=6173662.5 norm=55695440.0 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=56 x_t: shape=(16, 5, 1) dtype=float32 min=-16273293.0 max=45325856.0 mean=1425106.75 std=8414157.0 norm=76330320.0 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=57 x_t: shape=(16, 5, 1) dtype=float32 min=-24194352.0 max=87155232.0 mean=3091482.75 std=15824920.0 norm=144217984.0 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=58 x_t: shape=(16, 5, 1) dtype=float32 min=-27115438.0 max=197829856.0 mean=7254272.0 std=36147980.0 norm=329763648.0 nan=0 inf=0
2026-03-04 13:18:22 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=f6d0afa85860 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=59 x_t: shape=(16, 5, 1) dtype=float32 min=-51279620.0 max=465269376.0 mean=12854504.0 std=74757328.0 norm=678462656.0 nan=0 inf=0
